EntityId,MapSourceId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,SourceName,WS2020,WS2030,WS2040,WS2050,WS2060,WS2070
1,281,ABILENE,MUNICIPAL,G,JONES,Y,FORT PHANTOM HILL LAKE/RESERVOIR,433,429,420,412,405,398
1,281,ABILENE,MUNICIPAL,G,TAYLOR,Y,FORT PHANTOM HILL LAKE/RESERVOIR,9490,9286,9087,8887,8686,8485
1,373,ABILENE,MUNICIPAL,G,JONES,Y,HUBBARD CREEK LAKE/RESERVOIR,318,151,139,128,115,101
1,373,ABILENE,MUNICIPAL,G,TAYLOR,Y,HUBBARD CREEK LAKE/RESERVOIR,6980,3271,3003,2754,2456,2143
1,396,ABILENE,MUNICIPAL,G,JONES,Y,KIRBY LAKE/RESERVOIR,0,0,0,0,0,0
1,396,ABILENE,MUNICIPAL,G,TAYLOR,Y,KIRBY LAKE/RESERVOIR,0,0,0,0,0,0
1,507,ABILENE,MUNICIPAL,G,JONES,Y,OH IVIE LAKE/RESERVOIR NON-SYSTEM PORTION,210,206,200,194,189,183
1,507,ABILENE,MUNICIPAL,G,TAYLOR,Y,OH IVIE LAKE/RESERVOIR NON-SYSTEM PORTION,4601,4462,4325,4189,4051,3914
2,465,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER | CARSON,6042,5161,4339,3667,3168,2669
2,465,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER | CARSON,4906,4217,3544,3002,2592,2181
2,472,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER | DEAF SMITH,55,55,55,55,27,0
2,472,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER | DEAF SMITH,45,45,45,45,23,0
2,499,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER | POTTER,5225,4066,3921,3703,3409,3116
2,499,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER | POTTER,4242,3322,3202,3032,2790,2548
2,500,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER | RANDALL,1249,955,755,605,489,374
2,500,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER | RANDALL,1014,780,617,495,401,306
2,501,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER | ROBERTS,11283,11595,10192,8755,8177,7352
2,501,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER | ROBERTS,9162,9473,8325,7167,6693,6011
7,169,AUSTIN,MUNICIPAL,K,TRAVIS,Y,DIRECT REUSE,4571,4571,4571,4571,4571,4571
7,368,AUSTIN,MUNICIPAL,K,TRAVIS,Y,HIGHLAND LAKES LAKE/RESERVOIR SYSTEM,123626,123626,123626,123626,123613,123046
7,658,AUSTIN,MUNICIPAL,K,HAYS,Y,COLORADO RUN-OF-RIVER,13,127,249,631,1519,2749
7,658,AUSTIN,MUNICIPAL,K,TRAVIS,Y,COLORADO RUN-OF-RIVER,137829,129682,112223,100459,88585,75600
7,658,AUSTIN,MUNICIPAL,K,WILLIAMSON,Y,COLORADO RUN-OF-RIVER,7697,9691,12161,14834,17693,20208
9,314,BEAUMONT,MUNICIPAL,I,JEFFERSON,N,GULF COAST AQUIFER | HARDIN,9500,9500,9500,9500,9500,9500
9,663,BEAUMONT,MUNICIPAL,I,JEFFERSON,N,NECHES RUN-OF-RIVER,12894,12994,13143,14505,16102,17555
9,683,BEAUMONT,MUNICIPAL,I,JEFFERSON,N,SAM RAYBURN-STEINHAGEN LAKE/RESERVOIR SYSTEM,7295,8469,9280,8148,6801,5597
13,487,BORGER,MUNICIPAL,A,HUTCHINSON,N,OGALLALA AQUIFER | HUTCHINSON,794,594,643,648,528,434
13,501,BORGER,MUNICIPAL,A,HUTCHINSON,N,OGALLALA AQUIFER | ROBERTS,2329,2129,1639,1238,1050,863
18,494,CACTUS,MUNICIPAL,A,MOORE,N,OGALLALA AQUIFER | MOORE,402,331,268,212,185,156
22,114,CARTHAGE,MUNICIPAL,I,PANOLA,N,CARRIZO-WILCOX AQUIFER | PANOLA,49,49,49,49,49,49
22,437,CARTHAGE,MUNICIPAL,I,PANOLA,N,MURVAUL LAKE/RESERVOIR,1601,1602,1595,1599,1610,1621
23,149,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,CHAPMAN/COOPER LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,9,11,14,13,11,10
23,149,CASH SUD,MUNICIPAL,D,HOPKINS,Y,CHAPMAN/COOPER LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,1,1,1,1,1,0
23,149,CASH SUD,MUNICIPAL,D,HUNT,Y,CHAPMAN/COOPER LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,139,156,177,164,150,138
23,149,CASH SUD,MUNICIPAL,D,RAINS,Y,CHAPMAN/COOPER LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,6,6,6,4,3,3
23,279,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,FORK LAKE/RESERVOIR,17,16,29,92,169,236
23,279,CASH SUD,MUNICIPAL,D,HUNT,Y,FORK LAKE/RESERVOIR,871,3933,3900,3819,3725,3640
23,279,CASH SUD,MUNICIPAL,D,RAINS,Y,FORK LAKE/RESERVOIR,3,0,0,0,0,0
23,390,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,TRINITY INDIRECT REUSE,22,33,46,49,47,44
23,390,CASH SUD,MUNICIPAL,D,HOPKINS,Y,TRINITY INDIRECT REUSE,2,2,3,3,3,3
23,390,CASH SUD,MUNICIPAL,D,HUNT,Y,TRINITY INDIRECT REUSE,322,456,608,645,632,597
23,390,CASH SUD,MUNICIPAL,D,RAINS,Y,TRINITY INDIRECT REUSE,12,15,18,16,12,10
23,738,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,TAWAKONI LAKE/RESERVOIR,83,92,100,78,55,45
23,738,CASH SUD,MUNICIPAL,D,HOPKINS,Y,TAWAKONI LAKE/RESERVOIR,8,8,7,9,10,11
23,738,CASH SUD,MUNICIPAL,D,HUNT,Y,TAWAKONI LAKE/RESERVOIR,647,562,558,561,565,560
23,738,CASH SUD,MUNICIPAL,D,RAINS,Y,TAWAKONI LAKE/RESERVOIR,56,52,49,55,62,65
23,745,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,TEXOMA LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,16,20,23,22,20,18
23,745,CASH SUD,MUNICIPAL,D,HOPKINS,Y,TEXOMA LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,2,2,2,1,1,1
23,745,CASH SUD,MUNICIPAL,D,HUNT,Y,TEXOMA LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,238,269,309,287,263,241
23,745,CASH SUD,MUNICIPAL,D,RAINS,Y,TEXOMA LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,9,9,9,7,5,4
24,279,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,FORK LAKE/RESERVOIR,1162,1422,1635,1838,1798,1803
24,279,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,FORK LAKE/RESERVOIR,16,20,24,29,29,29
24,390,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,TRINITY INDIRECT REUSE,755,987,1117,1555,1879,2106
24,390,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,TRINITY INDIRECT REUSE,10,14,17,25,30,34
24,648,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,RAY HUBBARD LAKE/RESERVOIR,1145,1256,1306,1333,1186,1084
24,648,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,RAY HUBBARD LAKE/RESERVOIR,15,18,20,21,19,17
24,650,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,RAY ROBERTS-LEWISVILLE-GRAPEVINE LAKE/RESERVOIR SYSTEM,2756,2768,2787,2766,2380,2088
24,650,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,RAY ROBERTS-LEWISVILLE-GRAPEVINE LAKE/RESERVOIR SYSTEM,37,39,42,44,38,33
24,738,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,TAWAKONI LAKE/RESERVOIR,4036,4367,4468,4502,3964,3592
24,738,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,TAWAKONI LAKE/RESERVOIR,55,62,67,72,64,58
24,768,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,TRINITY AQUIFER | DALLAS,178,177,177,177,177,177
24,768,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,TRINITY AQUIFER | DALLAS,2,3,3,3,3,3
25,368,CEDAR PARK,MUNICIPAL,G,WILLIAMSON,Y,HIGHLAND LAKES LAKE/RESERVOIR SYSTEM,13183,13350,13221,12982,12980,12979
25,368,CEDAR PARK,MUNICIPAL,K,TRAVIS,Y,HIGHLAND LAKES LAKE/RESERVOIR SYSTEM,1927,1638,1646,1776,1677,1566
26,121,CENTER,MUNICIPAL,I,SHELBY,N,CARRIZO-WILCOX AQUIFER | SHELBY,8,8,8,8,8,178
26,147,CENTER,MUNICIPAL,I,SHELBY,N,CENTER LAKE/RESERVOIR,306,324,340,357,375,362
26,607,CENTER,MUNICIPAL,I,SHELBY,N,PINKSTON LAKE/RESERVOIR,1541,1634,1716,1801,1887,1825
34,163,CORPUS CHRISTI,MUNICIPAL,N,NUECES,N,CORPUS CHRISTI-CHOKE CANYON LAKE/RESERVOIR SYSTEM,64661,68765,69321,69325,69312,69105
34,742,CORPUS CHRISTI,MUNICIPAL,N,NUECES,N,TEXANA LAKE/RESERVOIR,155,166,1949,3355,4752,5953
35,453,CORSICANA,MUNICIPAL,C,NAVARRO,N,NAVARRO MILLS LAKE/RESERVOIR,5003,3496,3493,3418,3277,3089
35,652,CORSICANA,MUNICIPAL,C,NAVARRO,N,RICHLAND CHAMBERS LAKE/RESERVOIR NON-SYSTEM PORTION,1000,698,697,681,651,617
36,279,DALLAS,MUNICIPAL,C,COLLIN,Y,FORK LAKE/RESERVOIR,1778,1814,1771,1719,1680,1685
36,279,DALLAS,MUNICIPAL,C,DALLAS,Y,FORK LAKE/RESERVOIR,28440,30781,33922,36883,39027,40558
36,279,DALLAS,MUNICIPAL,C,DENTON,Y,FORK LAKE/RESERVOIR,740,798,874,945,997,1034
36,279,DALLAS,MUNICIPAL,C,ROCKWALL,Y,FORK LAKE/RESERVOIR,2,3,3,4,5,5
36,390,DALLAS,MUNICIPAL,C,COLLIN,Y,TRINITY INDIRECT REUSE,1154,1259,1211,1454,1756,1968
36,390,DALLAS,MUNICIPAL,C,DALLAS,Y,TRINITY INDIRECT REUSE,18471,21361,23192,31209,40774,47374
36,390,DALLAS,MUNICIPAL,C,DENTON,Y,TRINITY INDIRECT REUSE,480,554,597,800,1041,1208
36,390,DALLAS,MUNICIPAL,C,ROCKWALL,Y,TRINITY INDIRECT REUSE,1,2,2,3,5,6
36,648,DALLAS,MUNICIPAL,C,COLLIN,Y,RAY HUBBARD LAKE/RESERVOIR,1751,1603,1416,1246,1108,1013
36,648,DALLAS,MUNICIPAL,C,DALLAS,Y,RAY HUBBARD LAKE/RESERVOIR,28009,27194,27121,26736,25735,24384
36,648,DALLAS,MUNICIPAL,C,DENTON,Y,RAY HUBBARD LAKE/RESERVOIR,729,705,699,685,657,622
36,648,DALLAS,MUNICIPAL,C,ROCKWALL,Y,RAY HUBBARD LAKE/RESERVOIR,2,2,3,3,3,3
36,650,DALLAS,MUNICIPAL,C,COLLIN,Y,RAY ROBERTS-LEWISVILLE-GRAPEVINE LAKE/RESERVOIR SYSTEM,4215,3529,3020,2587,2224,1951
36,650,DALLAS,MUNICIPAL,C,DALLAS,Y,RAY ROBERTS-LEWISVILLE-GRAPEVINE LAKE/RESERVOIR SYSTEM,67438,59862,57853,55515,51659,46961
36,650,DALLAS,MUNICIPAL,C,DENTON,Y,RAY ROBERTS-LEWISVILLE-GRAPEVINE LAKE/RESERVOIR SYSTEM,1754,1552,1490,1422,1319,1197
36,650,DALLAS,MUNICIPAL,C,ROCKWALL,Y,RAY ROBERTS-LEWISVILLE-GRAPEVINE LAKE/RESERVOIR SYSTEM,5,5,6,6,6,6
36,738,DALLAS,MUNICIPAL,C,COLLIN,Y,TAWAKONI LAKE/RESERVOIR,6174,5571,4842,4209,3705,3357
36,738,DALLAS,MUNICIPAL,C,DALLAS,Y,TAWAKONI LAKE/RESERVOIR,98780,94513,92748,90337,86044,80813
36,738,DALLAS,MUNICIPAL,C,DENTON,Y,TAWAKONI LAKE/RESERVOIR,2570,2450,2389,2315,2197,2061
36,738,DALLAS,MUNICIPAL,C,ROCKWALL,Y,TAWAKONI LAKE/RESERVOIR,7,8,9,9,10,10
38,258,DEL RIO,MUNICIPAL,J,VAL VERDE,N,EDWARDS-TRINITY-PLATEAU AQUIFER | VAL VERDE,15484,15484,15484,15484,15484,15484
38,668,DEL RIO,MUNICIPAL,J,VAL VERDE,N,RIO GRANDE RUN-OF-RIVER,11416,11416,11416,11416,11416,11416
40,390,DENTON,MUNICIPAL,C,DENTON,N,TRINITY INDIRECT REUSE,185,456,727,997,1268,1539
40,405,DENTON,MUNICIPAL,C,DENTON,N,LEWISVILLE LAKE/RESERVOIR NON-SYSTEM PORTION,7817,7715,7613,7512,7410,7308
40,649,DENTON,MUNICIPAL,C,DENTON,N,RAY ROBERTS LAKE/RESERVOIR NON-SYSTEM PORTION,17830,17787,17716,17657,17637,17531
43,494,DUMAS,MUNICIPAL,A,MOORE,N,OGALLALA AQUIFER | MOORE,1132,790,573,318,162,7
43,981,DUMAS,MUNICIPAL,A,MOORE,N,OGALLALA-RITA BLANCA AQUIFER | HARTLEY,2116,2130,2030,1869,1679,1489
44,6,EAGLE PASS,MUNICIPAL,M,MAVERICK,N,AMISTAD-FALCON LAKE/RESERVOIR SYSTEM,7877,7877,7877,7877,7877,7877
44,107,EAGLE PASS,MUNICIPAL,M,MAVERICK,N,CARRIZO-WILCOX AQUIFER | MAVERICK,70,70,70,70,70,70
45,810,EAST CEDAR CREEK FWSD,MUNICIPAL,C,HENDERSON,N,TRWD LAKE/RESERVOIR SYSTEM,488,496,535,517,427,328
47,375,EL PASO WCID #4,MUNICIPAL,E,EL PASO,N,HUECO-MESILLA BOLSON AQUIFER | EL PASO,1065,1065,1065,1065,1065,1065
49,169,EL PASO,MUNICIPAL,E,EL PASO,N,DIRECT REUSE,6000,6000,6000,6000,6000,6000
49,375,EL PASO,MUNICIPAL,E,EL PASO,N,HUECO-MESILLA BOLSON AQUIFER | EL PASO,115000,115000,115000,115000,115000,115000
49,668,EL PASO,MUNICIPAL,E,EL PASO,N,RIO GRANDE RUN-OF-RIVER,10000,10000,10000,10000,10000,10000
50,279,EMORY,MUNICIPAL,D,RAINS,N,FORK LAKE/RESERVOIR,498,827,819,811,804,796
50,738,EMORY,MUNICIPAL,D,RAINS,N,TAWAKONI LAKE/RESERVOIR,0,0,0,0,0,0
51,12,ENNIS,MUNICIPAL,C,ELLIS,N,BARDWELL LAKE/RESERVOIR,3714,3588,3502,3395,3325,3296
51,392,ENNIS,MUNICIPAL,C,ELLIS,N,JOE POOL LAKE/RESERVOIR,1,1,1,0,0,0
51,810,ENNIS,MUNICIPAL,C,ELLIS,N,TRWD LAKE/RESERVOIR SYSTEM,285,704,883,1611,1842,1867
52,149,FORNEY,MUNICIPAL,C,KAUFMAN,N,CHAPMAN/COOPER LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,349,355,399,429,565,577
52,169,FORNEY,MUNICIPAL,C,KAUFMAN,N,DIRECT REUSE,0,0,0,0,0,0
52,279,FORNEY,MUNICIPAL,C,KAUFMAN,N,FORK LAKE/RESERVOIR,177,0,0,0,0,0
52,390,FORNEY,MUNICIPAL,C,KAUFMAN,N,TRINITY INDIRECT REUSE,808,1033,1361,1683,2371,2506
52,403,FORNEY,MUNICIPAL,C,KAUFMAN,N,LAVON LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,735,744,833,895,1177,1197
52,738,FORNEY,MUNICIPAL,C,KAUFMAN,N,TAWAKONI LAKE/RESERVOIR,272,97,109,119,157,161
52,745,FORNEY,MUNICIPAL,C,KAUFMAN,N,TEXOMA LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,599,612,690,747,988,1012
55,169,FORT WORTH,MUNICIPAL,C,DENTON,Y,DIRECT REUSE,32,42,37,47,55,62
55,169,FORT WORTH,MUNICIPAL,C,PARKER,Y,DIRECT REUSE,56,74,52,52,51,50
55,169,FORT WORTH,MUNICIPAL,C,TARRANT,Y,DIRECT REUSE,744,771,581,567,558,551
55,169,FORT WORTH,MUNICIPAL,C,WISE,Y,DIRECT REUSE,11,13,10,12,13,14
55,169,FORT WORTH,MUNICIPAL,G,JOHNSON,Y,DIRECT REUSE,0,0,0,2,3,3
55,390,FORT WORTH,MUNICIPAL,C,DENTON,Y,TRINITY INDIRECT REUSE,2351,3038,3778,5052,6264,7423
55,390,FORT WORTH,MUNICIPAL,C,PARKER,Y,TRINITY INDIRECT REUSE,4074,5401,5347,5584,5763,5949
55,390,FORT WORTH,MUNICIPAL,C,TARRANT,Y,TRINITY INDIRECT REUSE,54622,56347,59460,61397,63558,65820
55,390,FORT WORTH,MUNICIPAL,C,WISE,Y,TRINITY INDIRECT REUSE,784,945,1046,1276,1503,1722
55,390,FORT WORTH,MUNICIPAL,G,JOHNSON,Y,TRINITY INDIRECT REUSE,0,0,0,222,343,417
55,810,FORT WORTH,MUNICIPAL,C,DENTON,Y,TRWD LAKE/RESERVOIR SYSTEM,4491,5781,6874,8449,9621,10434
55,810,FORT WORTH,MUNICIPAL,C,PARKER,Y,TRWD LAKE/RESERVOIR SYSTEM,7783,10277,9729,9338,8852,8363
55,810,FORT WORTH,MUNICIPAL,C,TARRANT,Y,TRWD LAKE/RESERVOIR SYSTEM,104336,107208,108184,102672,97616,92524
55,810,FORT WORTH,MUNICIPAL,C,WISE,Y,TRWD LAKE/RESERVOIR SYSTEM,1497,1799,1904,2135,2309,2420
55,810,FORT WORTH,MUNICIPAL,G,JOHNSON,Y,TRWD LAKE/RESERVOIR SYSTEM,0,0,0,371,527,586
57,374,GAINESVILLE,MUNICIPAL,C,COOKE,N,HUBERT H MOSS LAKE/RESERVOIR,388,485,555,651,1234,1082
57,766,GAINESVILLE,MUNICIPAL,C,COOKE,N,TRINITY AQUIFER | COOKE,2104,2104,2104,2104,2104,2104
58,169,GALVESTON,MUNICIPAL,H,GALVESTON,N,DIRECT REUSE,337,337,337,337,337,337
58,310,GALVESTON,MUNICIPAL,H,GALVESTON,N,GULF COAST AQUIFER | GALVESTON,1429,1584,1573,1568,1574,1585
58,655,GALVESTON,MUNICIPAL,H,GALVESTON,N,BRAZOS RUN-OF-RIVER,18813,18933,19050,19167,19282,19397
60,149,GARLAND,MUNICIPAL,C,COLLIN,Y,CHAPMAN/COOPER LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,6,6,7,7,8,8
60,149,GARLAND,MUNICIPAL,C,DALLAS,Y,CHAPMAN/COOPER LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,4145,3633,3106,2731,2474,2253
60,149,GARLAND,MUNICIPAL,C,ROCKWALL,Y,CHAPMAN/COOPER LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,0,0,0,0,0,0
60,279,GARLAND,MUNICIPAL,C,COLLIN,Y,FORK LAKE/RESERVOIR,3,0,0,0,0,0
60,279,GARLAND,MUNICIPAL,C,DALLAS,Y,FORK LAKE/RESERVOIR,2089,0,0,0,0,0
60,279,GARLAND,MUNICIPAL,C,ROCKWALL,Y,FORK LAKE/RESERVOIR,0,0,0,0,0,0
60,390,GARLAND,MUNICIPAL,C,COLLIN,Y,TRINITY INDIRECT REUSE,14,19,22,28,33,36
60,390,GARLAND,MUNICIPAL,C,DALLAS,Y,TRINITY INDIRECT REUSE,9587,10580,10608,10707,10380,9791
60,390,GARLAND,MUNICIPAL,C,ROCKWALL,Y,TRINITY INDIRECT REUSE,0,0,0,0,0,0
60,403,GARLAND,MUNICIPAL,C,COLLIN,Y,LAVON LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,12,13,14,15,16,17
60,403,GARLAND,MUNICIPAL,C,DALLAS,Y,LAVON LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,8709,7614,6493,5695,5149,4678
60,403,GARLAND,MUNICIPAL,C,ROCKWALL,Y,LAVON LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,0,0,0,0,0,0
60,738,GARLAND,MUNICIPAL,C,COLLIN,Y,TAWAKONI LAKE/RESERVOIR,5,2,2,2,2,2
60,738,GARLAND,MUNICIPAL,C,DALLAS,Y,TAWAKONI LAKE/RESERVOIR,3206,987,849,751,706,647
60,738,GARLAND,MUNICIPAL,C,ROCKWALL,Y,TAWAKONI LAKE/RESERVOIR,0,0,0,0,0,0
60,745,GARLAND,MUNICIPAL,C,COLLIN,Y,TEXOMA LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,10,11,11,12,13,15
60,745,GARLAND,MUNICIPAL,C,DALLAS,Y,TEXOMA LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,7110,6260,5378,4751,4325,3956
60,745,GARLAND,MUNICIPAL,C,ROCKWALL,Y,TEXOMA LAKE/RESERVOIR NORTH TEXAS MWD SYSTEM,0,0,0,0,0,0
64,294,GREENVILLE,MUNICIPAL,D,HUNT,N,GREENVILLE CITY LAKE/RESERVOIR,2896,2896,2896,2896,2896,2896
64,738,GREENVILLE,MUNICIPAL,D,HUNT,N,TAWAKONI LAKE/RESERVOIR,2713,2327,1913,3634,5194,5194
68,6,HARLINGEN,MUNICIPAL,M,CAMERON,N,AMISTAD-FALCON LAKE/RESERVOIR SYSTEM,14583,14583,14583,14583,14583,14583
68,169,HARLINGEN,MUNICIPAL,M,CAMERON,N,DIRECT REUSE,1120,1120,1120,1120,1120,1120
75,375,HORIZON REGIONAL MUD,MUNICIPAL,E,EL PASO,N,HUECO-MESILLA BOLSON AQUIFER | EL PASO,1746,1746,1746,1746,1746,1746
75,538,HORIZON REGIONAL MUD,MUNICIPAL,E,EL PASO,N,OTHER AQUIFER | EL PASO,694,694,694,694,694,694
76,169,HOUSTON,MUNICIPAL,H,HARRIS,Y,DIRECT REUSE,1452,1452,1452,1452,1452,1452
76,309,HOUSTON,MUNICIPAL,H,FORT BEND,Y,GULF COAST AQUIFER | FORT BEND,4012,2533,2351,2232,2141,2044
76,315,HOUSTON,MUNICIPAL,H,HARRIS,Y,GULF COAST AQUIFER | HARRIS,100040,78785,78335,79610,81716,84033
76,315,HOUSTON,MUNICIPAL,H,MONTGOMERY,Y,GULF COAST AQUIFER | HARRIS,0,277,712,1135,1556,1678
76,330,HOUSTON,MUNICIPAL,H,MONTGOMERY,Y,GULF COAST AQUIFER | MONTGOMERY,1098,1098,1098,1098,1098,1098
76,372,HOUSTON,MUNICIPAL,H,HARRIS,Y,HOUSTON LAKE/RESERVOIR,35902,35902,35902,35902,35902,35902
76,388,HOUSTON,MUNICIPAL,H,FORT BEND,Y,SAN JACINTO INDIRECT REUSE,2239,2239,2239,2239,2239,2239
76,410,HOUSTON,MUNICIPAL,H,FORT BEND,Y,LIVINGSTON-WALLISVILLE LAKE/RESERVOIR SYSTEM,2175,3967,4404,4795,5150,5456
76,410,HOUSTON,MUNICIPAL,H,HARRIS,Y,LIVINGSTON-WALLISVILLE LAKE/RESERVOIR SYSTEM,284704,282912,282475,282084,281729,281423
76,672,HOUSTON,MUNICIPAL,H,HARRIS,Y,SAN JACINTO RUN-OF-RIVER,5785,5785,5785,5785,5785,5785
78,410,HUNTSVILLE,MUNICIPAL,H,WALKER,N,LIVINGSTON-WALLISVILLE LAKE/RESERVOIR SYSTEM,19400,19400,19400,19400,19400,19400
79,83,JACKSONVILLE,MUNICIPAL,I,CHEROKEE,N,CARRIZO-WILCOX AQUIFER | CHEROKEE,804,858,913,989,1077,1173
79,391,JACKSONVILLE,MUNICIPAL,I,CHEROKEE,N,JACKSONVILLE LAKE/RESERVOIR,1876,2000,2129,2308,2511,2735
84,604,LAMAR COUNTY WSD,MUNICIPAL,D,LAMAR,N,PAT MAYSE LAKE/RESERVOIR,8891,8796,8715,8655,8597,8512
86,16,LONGVIEW,MUNICIPAL,D,GREGG,Y,BIG SANDY CREEK LAKE/RESERVOIR,0,0,0,0,0,0
86,150,LONGVIEW,MUNICIPAL,D,GREGG,Y,CHEROKEE LAKE/RESERVOIR,3915,3915,3915,3915,8915,8915
86,150,LONGVIEW,MUNICIPAL,D,HARRISON,Y,CHEROKEE LAKE/RESERVOIR,5485,5485,5485,5485,485,485
86,279,LONGVIEW,MUNICIPAL,D,GREGG,Y,FORK LAKE/RESERVOIR,10870,10870,10870,10870,10870,10870
86,457,LONGVIEW,MUNICIPAL,D,GREGG,Y,O' THE PINES LAKE/RESERVOIR,17200,17200,17200,17200,17200,17200
86,457,LONGVIEW,MUNICIPAL,D,HARRISON,Y,O' THE PINES LAKE/RESERVOIR,400,400,400,400,400,400
86,669,LONGVIEW,MUNICIPAL,D,GREGG,Y,SABINE RUN-OF-RIVER,0,0,0,0,0,0
86,669,LONGVIEW,MUNICIPAL,D,HARRISON,Y,SABINE RUN-OF-RIVER,0,0,0,0,0,0
89,375,LOWER VALLEY WD,MUNICIPAL,E,EL PASO,N,HUECO-MESILLA BOLSON AQUIFER | EL PASO,1121,1121,1121,1121,1121,1121
90,2,LUBBOCK,MUNICIPAL,O,LUBBOCK,N,ALAN HENRY LAKE/RESERVOIR,7655,7655,7655,7655,7655,7655
90,462,LUBBOCK,MUNICIPAL,O,LUBBOCK,N,OGALLALA AQUIFER | BAILEY,1827,1221,1000,683,369,0
90,488,LUBBOCK,MUNICIPAL,O,LUBBOCK,N,OGALLALA AQUIFER | LAMB,562,1067,1356,1356,1556,1516
90,501,LUBBOCK,MUNICIPAL,O,LUBBOCK,N,OGALLALA AQUIFER | ROBERTS,25227,21381,20811,19193,17287,15384
91,72,LUFKIN,MUNICIPAL,I,ANGELINA,N,CARRIZO-WILCOX AQUIFER | ANGELINA,3763,3914,4042,4187,4348,4186
91,397,LUFKIN,MUNICIPAL,I,ANGELINA,N,KURTH LAKE/RESERVOIR,2508,2609,2694,2792,2898,3308
94,810,MANSFIELD,MUNICIPAL,C,ELLIS,Y,TRWD LAKE/RESERVOIR SYSTEM,24,25,27,30,34,38
94,810,MANSFIELD,MUNICIPAL,C,TARRANT,Y,TRWD LAKE/RESERVOIR SYSTEM,14136,14560,15135,16263,16945,17545
94,810,MANSFIELD,MUNICIPAL,G,JOHNSON,Y,TRWD LAKE/RESERVOIR SYSTEM,537,677,766,786,868,939
95,457,MARSHALL,MUNICIPAL,D,HARRISON,N,O' THE PINES LAKE/RESERVOIR,6577,6577,6577,6577,6577,6577
95,660,MARSHALL,MUNICIPAL,D,HARRISON,N,CYPRESS RUN-OF-RIVER,0,0,0,0,0,0
96,6,MCALLEN,MUNICIPAL,M,HIDALGO,N,AMISTAD-FALCON LAKE/RESERVOIR SYSTEM,28196,28196,28196,28196,28196,28196
96,169,MCALLEN,MUNICIPAL,M,HIDALGO,N,DIRECT REUSE,2251,2251,2251,2251,2251,2251
96,316,MCALLEN,MUNICIPAL,M,HIDALGO,N,GULF COAST AQUIFER | HIDALGO,984,984,984,984,984,984
98,392,MIDLOTHIAN,MUNICIPAL,C,ELLIS,N,JOE POOL LAKE/RESERVOIR,1584,1675,1711,1694,1650,1585
98,810,MIDLOTHIAN,MUNICIPAL,C,ELLIS,N,TRWD LAKE/RESERVOIR SYSTEM,2632,2872,3023,3085,3088,3034
