EntityId,MapSourceId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,SourceName,WS2020,WS2030,WS2040,WS2050,WS2060,WS2070
1330,488,LITTLEFIELD,MUNICIPAL,O,LAMB,N,OGALLALA AQUIFER | LAMB,1026,976,926,876,876,826
1331,209,LIVE OAK,MUNICIPAL,L,BEXAR,N,EDWARDS-BFZ AQUIFER | BEXAR,3189,3192,3180,3173,3172,3172
1332,71,"LIVESTOCK, ANDERSON",LIVESTOCK,I,ANDERSON,N,CARRIZO-WILCOX AQUIFER | ANDERSON,32,32,32,32,32,32
1332,412,"LIVESTOCK, ANDERSON",LIVESTOCK,I,ANDERSON,N,LOCAL SURFACE WATER SUPPLY,1017,1017,1017,1017,1017,1017
1332,510,"LIVESTOCK, ANDERSON",LIVESTOCK,I,ANDERSON,N,OTHER AQUIFER | ANDERSON,9,9,9,9,9,9
1332,609,"LIVESTOCK, ANDERSON",LIVESTOCK,I,ANDERSON,N,QUEEN CITY AQUIFER | ANDERSON,365,365,365,365,365,365
1333,170,"LIVESTOCK, ANDREWS",LIVESTOCK,F,ANDREWS,N,DOCKUM AQUIFER | ANDREWS,9,9,9,9,9,9
1333,412,"LIVESTOCK, ANDREWS",LIVESTOCK,F,ANDREWS,N,LOCAL SURFACE WATER SUPPLY,77,77,77,77,77,77
1333,460,"LIVESTOCK, ANDREWS",LIVESTOCK,F,ANDREWS,N,OGALLALA AQUIFER | ANDREWS,139,124,116,99,73,73
1334,72,"LIVESTOCK, ANGELINA",LIVESTOCK,I,ANGELINA,N,CARRIZO-WILCOX AQUIFER | ANGELINA,13,13,13,13,13,13
1334,412,"LIVESTOCK, ANGELINA",LIVESTOCK,I,ANGELINA,N,LOCAL SURFACE WATER SUPPLY,661,661,661,661,661,661
1334,709,"LIVESTOCK, ANGELINA",LIVESTOCK,I,ANGELINA,N,SPARTA AQUIFER | ANGELINA,13,13,13,13,13,13
1334,855,"LIVESTOCK, ANGELINA",LIVESTOCK,I,ANGELINA,N,YEGUA-JACKSON AQUIFER | ANGELINA,50,50,50,50,50,50
1335,296,"LIVESTOCK, ARANSAS",LIVESTOCK,N,ARANSAS,N,GULF COAST AQUIFER | ARANSAS,23,23,23,23,23,23
1335,412,"LIVESTOCK, ARANSAS",LIVESTOCK,N,ARANSAS,N,LOCAL SURFACE WATER SUPPLY,21,21,21,21,21,21
1336,394,"LIVESTOCK, ARCHER",LIVESTOCK,B,ARCHER,N,KEMP-DIVERSION LAKE/RESERVOIR SYSTEM,489,442,396,349,303,256
1336,412,"LIVESTOCK, ARCHER",LIVESTOCK,B,ARCHER,N,LOCAL SURFACE WATER SUPPLY,1800,1800,1800,1800,1800,1800
1336,512,"LIVESTOCK, ARCHER",LIVESTOCK,B,ARCHER,N,OTHER AQUIFER | ARCHER,300,300,300,300,300,300
1337,412,"LIVESTOCK, ARMSTRONG",LIVESTOCK,A,ARMSTRONG,N,LOCAL SURFACE WATER SUPPLY,122,122,122,122,122,122
1337,461,"LIVESTOCK, ARMSTRONG",LIVESTOCK,A,ARMSTRONG,N,OGALLALA AQUIFER | ARMSTRONG,493,497,500,504,507,511
1337,513,"LIVESTOCK, ARMSTRONG",LIVESTOCK,A,ARMSTRONG,N,OTHER AQUIFER | ARMSTRONG,30,30,30,30,30,30
1338,73,"LIVESTOCK, ATASCOSA",LIVESTOCK,L,ATASCOSA,N,CARRIZO-WILCOX AQUIFER | ATASCOSA,382,382,382,382,382,382
1338,412,"LIVESTOCK, ATASCOSA",LIVESTOCK,L,ATASCOSA,N,LOCAL SURFACE WATER SUPPLY,754,754,754,754,754,754
1338,611,"LIVESTOCK, ATASCOSA",LIVESTOCK,L,ATASCOSA,N,QUEEN CITY AQUIFER | ATASCOSA,239,239,239,239,239,239
1338,1055,"LIVESTOCK, ATASCOSA",LIVESTOCK,L,ATASCOSA,N,YEGUA-JACKSON AQUIFER | ATASCOSA,134,134,134,134,134,134
1339,297,"LIVESTOCK, AUSTIN",LIVESTOCK,H,AUSTIN,N,GULF COAST AQUIFER | AUSTIN,1523,1523,1523,1523,1523,1523
1340,412,"LIVESTOCK, BAILEY",LIVESTOCK,O,BAILEY,N,LOCAL SURFACE WATER SUPPLY,0,0,0,0,0,0
1340,462,"LIVESTOCK, BAILEY",LIVESTOCK,O,BAILEY,N,OGALLALA AQUIFER | BAILEY,1286,1216,1178,1059,1064,753
1341,221,"LIVESTOCK, BANDERA",LIVESTOCK,J,BANDERA,N,EDWARDS-TRINITY-PLATEAU AQUIFER | BANDERA,77,77,77,77,77,77
1341,412,"LIVESTOCK, BANDERA",LIVESTOCK,J,BANDERA,N,LOCAL SURFACE WATER SUPPLY,74,74,74,74,74,74
1341,753,"LIVESTOCK, BANDERA",LIVESTOCK,J,BANDERA,N,TRINITY AQUIFER | BANDERA,147,147,147,147,147,147
1342,412,"LIVESTOCK, BASTROP",LIVESTOCK,K,BASTROP,N,LOCAL SURFACE WATER SUPPLY,862,862,862,862,862,862
1342,612,"LIVESTOCK, BASTROP",LIVESTOCK,K,BASTROP,N,QUEEN CITY AQUIFER | BASTROP,218,218,218,218,218,218
1342,711,"LIVESTOCK, BASTROP",LIVESTOCK,K,BASTROP,N,SPARTA AQUIFER | BASTROP,442,442,442,442,442,442
1343,412,"LIVESTOCK, BAYLOR",LIVESTOCK,B,BAYLOR,N,LOCAL SURFACE WATER SUPPLY,899,899,899,899,899,899
1343,686,"LIVESTOCK, BAYLOR",LIVESTOCK,B,BAYLOR,N,SEYMOUR AQUIFER | BAYLOR,140,140,140,140,140,140
1343,983,"LIVESTOCK, BAYLOR",LIVESTOCK,B,BAYLOR,N,OTHER AQUIFER | BAYLOR,15,15,15,15,15,15
1344,298,"LIVESTOCK, BEE",LIVESTOCK,N,BEE,N,GULF COAST AQUIFER | BEE,466,466,466,466,466,466
1344,412,"LIVESTOCK, BEE",LIVESTOCK,N,BEE,N,LOCAL SURFACE WATER SUPPLY,464,464,464,464,464,464
1345,412,"LIVESTOCK, BELL",LIVESTOCK,G,BELL,N,LOCAL SURFACE WATER SUPPLY,1009,1009,1009,1009,1009,1009
1346,76,"LIVESTOCK, BEXAR",LIVESTOCK,L,BEXAR,N,CARRIZO-WILCOX AQUIFER | BEXAR,14,14,14,14,14,14
1346,209,"LIVESTOCK, BEXAR",LIVESTOCK,L,BEXAR,N,EDWARDS-BFZ AQUIFER | BEXAR,511,511,511,511,511,511
1346,412,"LIVESTOCK, BEXAR",LIVESTOCK,L,BEXAR,N,LOCAL SURFACE WATER SUPPLY,579,579,579,579,579,579
1346,756,"LIVESTOCK, BEXAR",LIVESTOCK,L,BEXAR,N,TRINITY AQUIFER | BEXAR,54,54,54,54,54,54
1347,261,"LIVESTOCK, BLANCO",LIVESTOCK,K,BLANCO,N,ELLENBURGER-SAN SABA AQUIFER | BLANCO,255,255,255,255,255,255
1347,412,"LIVESTOCK, BLANCO",LIVESTOCK,K,BLANCO,N,LOCAL SURFACE WATER SUPPLY,202,202,202,202,202,202
1347,757,"LIVESTOCK, BLANCO",LIVESTOCK,K,BLANCO,N,TRINITY AQUIFER | BLANCO,144,144,144,144,144,144
1348,412,"LIVESTOCK, BORDEN",LIVESTOCK,F,BORDEN,N,LOCAL SURFACE WATER SUPPLY,250,250,250,250,250,250
1349,412,"LIVESTOCK, BOSQUE",LIVESTOCK,G,BOSQUE,N,LOCAL SURFACE WATER SUPPLY,989,989,989,989,989,989
1350,77,"LIVESTOCK, BOWIE",LIVESTOCK,D,BOWIE,N,CARRIZO-WILCOX AQUIFER | BOWIE,672,672,610,502,396,354
1350,412,"LIVESTOCK, BOWIE",LIVESTOCK,D,BOWIE,N,LOCAL SURFACE WATER SUPPLY,66,66,59,82,121,138
1350,438,"LIVESTOCK, BOWIE",LIVESTOCK,D,BOWIE,N,NACATOCH AQUIFER | BOWIE,418,418,381,316,254,228
1351,299,"LIVESTOCK, BRAZORIA",LIVESTOCK,H,BRAZORIA,N,GULF COAST AQUIFER | BRAZORIA,1411,1310,1236,1157,1072,992
1352,412,"LIVESTOCK, BRAZOS",LIVESTOCK,G,BRAZOS,N,LOCAL SURFACE WATER SUPPLY,1322,1322,1322,1322,1322,1322
1353,65,"LIVESTOCK, BREWSTER",LIVESTOCK,E,BREWSTER,N,CAPITAN REEF COMPLEX AQUIFER | BREWSTER,112,112,112,112,112,112
1353,223,"LIVESTOCK, BREWSTER",LIVESTOCK,E,BREWSTER,N,EDWARDS-TRINITY-PLATEAU AQUIFER | BREWSTER,112,112,112,112,112,112
1353,377,"LIVESTOCK, BREWSTER",LIVESTOCK,E,BREWSTER,N,IGNEOUS AQUIFER | BREWSTER,112,112,112,112,112,112
1353,412,"LIVESTOCK, BREWSTER",LIVESTOCK,E,BREWSTER,N,LOCAL SURFACE WATER SUPPLY,19,19,19,19,19,19
1353,417,"LIVESTOCK, BREWSTER",LIVESTOCK,E,BREWSTER,N,MARATHON AQUIFER | BREWSTER,31,31,31,31,31,31
1354,173,"LIVESTOCK, BRISCOE",LIVESTOCK,O,BRISCOE,N,DOCKUM AQUIFER | BRISCOE,37,37,37,37,37,37
1354,412,"LIVESTOCK, BRISCOE",LIVESTOCK,O,BRISCOE,N,LOCAL SURFACE WATER SUPPLY,0,0,0,0,0,0
1354,464,"LIVESTOCK, BRISCOE",LIVESTOCK,O,BRISCOE,N,OGALLALA AQUIFER | BRISCOE,103,103,103,103,103,103
1354,519,"LIVESTOCK, BRISCOE",LIVESTOCK,O,BRISCOE,N,OTHER AQUIFER | BRISCOE,133,133,133,133,133,133
1355,301,"LIVESTOCK, BROOKS",LIVESTOCK,N,BROOKS,N,GULF COAST AQUIFER | BROOKS,460,460,460,460,460,460
1355,412,"LIVESTOCK, BROOKS",LIVESTOCK,N,BROOKS,N,LOCAL SURFACE WATER SUPPLY,160,160,160,160,160,160
1356,412,"LIVESTOCK, BROWN",LIVESTOCK,F,BROWN,N,LOCAL SURFACE WATER SUPPLY,1323,1323,1323,1323,1323,1323
1356,520,"LIVESTOCK, BROWN",LIVESTOCK,F,BROWN,N,OTHER AQUIFER | BROWN,45,45,45,45,45,45
1357,412,"LIVESTOCK, BURLESON",LIVESTOCK,G,BURLESON,N,LOCAL SURFACE WATER SUPPLY,1508,1508,1508,1508,1508,1508
1358,262,"LIVESTOCK, BURNET",LIVESTOCK,K,BURNET,N,ELLENBURGER-SAN SABA AQUIFER | BURNET,311,311,311,311,311,311
1358,359,"LIVESTOCK, BURNET",LIVESTOCK,K,BURNET,N,HICKORY AQUIFER | BURNET,10,10,10,10,10,10
1358,412,"LIVESTOCK, BURNET",LIVESTOCK,K,BURNET,N,LOCAL SURFACE WATER SUPPLY,521,521,521,521,521,521
1358,419,"LIVESTOCK, BURNET",LIVESTOCK,K,BURNET,N,MARBLE FALLS AQUIFER | BURNET,40,40,40,40,40,40
1358,760,"LIVESTOCK, BURNET",LIVESTOCK,K,BURNET,N,TRINITY AQUIFER | BURNET,302,302,302,302,302,302
1359,80,"LIVESTOCK, CALDWELL",LIVESTOCK,L,CALDWELL,N,CARRIZO-WILCOX AQUIFER | CALDWELL,490,490,490,490,490,490
1359,412,"LIVESTOCK, CALDWELL",LIVESTOCK,L,CALDWELL,N,LOCAL SURFACE WATER SUPPLY,501,501,501,501,501,501
1359,615,"LIVESTOCK, CALDWELL",LIVESTOCK,L,CALDWELL,N,QUEEN CITY AQUIFER | CALDWELL,17,17,17,17,17,17
1360,302,"LIVESTOCK, CALHOUN",LIVESTOCK,L,CALHOUN,N,GULF COAST AQUIFER | CALHOUN,172,172,172,172,172,172
1360,412,"LIVESTOCK, CALHOUN",LIVESTOCK,L,CALHOUN,N,LOCAL SURFACE WATER SUPPLY,172,172,172,172,172,172
1361,412,"LIVESTOCK, CALLAHAN",LIVESTOCK,G,CALLAHAN,N,LOCAL SURFACE WATER SUPPLY,920,920,920,920,920,920
1362,6,"LIVESTOCK, CAMERON",LIVESTOCK,M,CAMERON,N,AMISTAD-FALCON LAKE/RESERVOIR SYSTEM,3754,3754,3754,3754,3754,3754
1362,303,"LIVESTOCK, CAMERON",LIVESTOCK,M,CAMERON,N,GULF COAST AQUIFER | CAMERON,60,60,60,60,60,60
1363,81,"LIVESTOCK, CAMP",LIVESTOCK,D,CAMP,N,CARRIZO-WILCOX AQUIFER | CAMP,335,335,335,335,335,335
1363,412,"LIVESTOCK, CAMP",LIVESTOCK,D,CAMP,N,LOCAL SURFACE WATER SUPPLY,481,481,481,481,481,481
1363,616,"LIVESTOCK, CAMP",LIVESTOCK,D,CAMP,N,QUEEN CITY AQUIFER | CAMP,136,136,136,136,136,136
1364,412,"LIVESTOCK, CARSON",LIVESTOCK,A,CARSON,N,LOCAL SURFACE WATER SUPPLY,134,134,134,134,134,134
1364,465,"LIVESTOCK, CARSON",LIVESTOCK,A,CARSON,N,OGALLALA AQUIFER | CARSON,558,562,566,570,575,579
1365,82,"LIVESTOCK, CASS",LIVESTOCK,D,CASS,N,CARRIZO-WILCOX AQUIFER | CASS,39,39,39,39,39,39
1365,412,"LIVESTOCK, CASS",LIVESTOCK,D,CASS,N,LOCAL SURFACE WATER SUPPLY,679,679,679,680,680,680
1365,617,"LIVESTOCK, CASS",LIVESTOCK,D,CASS,N,QUEEN CITY AQUIFER | CASS,114,114,114,115,115,115
1365,660,"LIVESTOCK, CASS",LIVESTOCK,D,CASS,N,CYPRESS RUN-OF-RIVER,7,7,7,7,7,7
1366,412,"LIVESTOCK, CASTRO",LIVESTOCK,O,CASTRO,N,LOCAL SURFACE WATER SUPPLY,0,0,0,0,0,0
1366,466,"LIVESTOCK, CASTRO",LIVESTOCK,O,CASTRO,N,OGALLALA AQUIFER | CASTRO,3656,3665,2765,2542,2569,2429
1367,304,"LIVESTOCK, CHAMBERS",LIVESTOCK,H,CHAMBERS,N,GULF COAST AQUIFER | CHAMBERS,554,554,554,554,507,468
1368,83,"LIVESTOCK, CHEROKEE",LIVESTOCK,I,CHEROKEE,N,CARRIZO-WILCOX AQUIFER | CHEROKEE,49,49,49,49,49,49
1368,412,"LIVESTOCK, CHEROKEE",LIVESTOCK,I,CHEROKEE,N,LOCAL SURFACE WATER SUPPLY,1555,1555,1555,1555,1555,1555
1368,618,"LIVESTOCK, CHEROKEE",LIVESTOCK,I,CHEROKEE,N,QUEEN CITY AQUIFER | CHEROKEE,176,176,176,176,176,176
1368,984,"LIVESTOCK, CHEROKEE",LIVESTOCK,I,CHEROKEE,N,OTHER AQUIFER | CHEROKEE,33,33,33,33,33,33
1369,17,"LIVESTOCK, CHILDRESS",LIVESTOCK,A,CHILDRESS,N,BLAINE AQUIFER | CHILDRESS,216,216,216,216,216,216
1369,412,"LIVESTOCK, CHILDRESS",LIVESTOCK,A,CHILDRESS,N,LOCAL SURFACE WATER SUPPLY,49,49,49,49,49,49
1369,688,"LIVESTOCK, CHILDRESS",LIVESTOCK,A,CHILDRESS,N,SEYMOUR AQUIFER | CHILDRESS,240,240,240,240,240,240
1370,412,"LIVESTOCK, CLAY",LIVESTOCK,B,CLAY,N,LOCAL SURFACE WATER SUPPLY,1872,1872,1872,1872,1872,1872
1370,523,"LIVESTOCK, CLAY",LIVESTOCK,B,CLAY,N,OTHER AQUIFER | CLAY,200,200,200,200,200,200
1370,689,"LIVESTOCK, CLAY",LIVESTOCK,B,CLAY,N,SEYMOUR AQUIFER | CLAY,20,20,20,20,20,20
1371,412,"LIVESTOCK, COCHRAN",LIVESTOCK,O,COCHRAN,N,LOCAL SURFACE WATER SUPPLY,0,0,0,0,0,0
1371,467,"LIVESTOCK, COCHRAN",LIVESTOCK,O,COCHRAN,N,OGALLALA AQUIFER | COCHRAN,149,159,132,369,366,242
1372,224,"LIVESTOCK, COKE",LIVESTOCK,F,COKE,N,EDWARDS-TRINITY-PLATEAU AQUIFER | COKE,22,22,22,22,22,22
1372,412,"LIVESTOCK, COKE",LIVESTOCK,F,COKE,N,LOCAL SURFACE WATER SUPPLY,370,370,370,370,370,370
1372,524,"LIVESTOCK, COKE",LIVESTOCK,F,COKE,N,OTHER AQUIFER | COKE,39,39,39,39,39,39
1373,412,"LIVESTOCK, COLEMAN",LIVESTOCK,F,COLEMAN,N,LOCAL SURFACE WATER SUPPLY,943,943,943,943,943,943
1373,525,"LIVESTOCK, COLEMAN",LIVESTOCK,F,COLEMAN,N,OTHER AQUIFER | COLEMAN,133,133,133,133,133,133
1374,412,"LIVESTOCK, COLLIN",LIVESTOCK,C,COLLIN,N,LOCAL SURFACE WATER SUPPLY,1002,1002,1002,1002,1002,1002
1375,18,"LIVESTOCK, COLLINGSWORTH",LIVESTOCK,A,COLLINGSWORTH,N,BLAINE AQUIFER | COLLINGSWORTH,275,275,275,283,283,283
1375,412,"LIVESTOCK, COLLINGSWORTH",LIVESTOCK,A,COLLINGSWORTH,N,LOCAL SURFACE WATER SUPPLY,29,29,29,29,29,29
1375,527,"LIVESTOCK, COLLINGSWORTH",LIVESTOCK,A,COLLINGSWORTH,N,OTHER AQUIFER | COLLINGSWORTH,276,276,276,276,276,276
1375,690,"LIVESTOCK, COLLINGSWORTH",LIVESTOCK,A,COLLINGSWORTH,N,SEYMOUR AQUIFER | COLLINGSWORTH,26,26,26,26,26,26
1376,305,"LIVESTOCK, COLORADO",LIVESTOCK,K,COLORADO,N,GULF COAST AQUIFER | COLORADO,579,579,579,579,579,579
1376,412,"LIVESTOCK, COLORADO",LIVESTOCK,K,COLORADO,N,LOCAL SURFACE WATER SUPPLY,1076,1076,1076,1076,1076,1076
1377,412,"LIVESTOCK, COMAL",LIVESTOCK,L,COMAL,N,LOCAL SURFACE WATER SUPPLY,129,129,129,129,129,129
1377,764,"LIVESTOCK, COMAL",LIVESTOCK,L,COMAL,N,TRINITY AQUIFER | COMAL,129,129,129,129,129,129
1378,412,"LIVESTOCK, COMANCHE",LIVESTOCK,G,COMANCHE,N,LOCAL SURFACE WATER SUPPLY,3895,3895,3895,3895,3895,3895
1379,225,"LIVESTOCK, CONCHO",LIVESTOCK,F,CONCHO,N,EDWARDS-TRINITY-PLATEAU AQUIFER | CONCHO,213,213,213,213,213,213
1379,412,"LIVESTOCK, CONCHO",LIVESTOCK,F,CONCHO,N,LOCAL SURFACE WATER SUPPLY,123,123,123,123,123,123
1379,529,"LIVESTOCK, CONCHO",LIVESTOCK,F,CONCHO,N,OTHER AQUIFER | CONCHO,363,363,363,363,363,363
1380,412,"LIVESTOCK, COOKE",LIVESTOCK,C,COOKE,N,LOCAL SURFACE WATER SUPPLY,1187,1187,1187,1187,1187,1187
1380,766,"LIVESTOCK, COOKE",LIVESTOCK,C,COOKE,N,TRINITY AQUIFER | COOKE,307,307,307,307,307,307
1380,834,"LIVESTOCK, COOKE",LIVESTOCK,C,COOKE,N,WOODBINE AQUIFER | COOKE,60,60,60,60,60,60
1381,412,"LIVESTOCK, CORYELL",LIVESTOCK,G,CORYELL,N,LOCAL SURFACE WATER SUPPLY,1471,1471,1471,1471,1471,1471
1382,19,"LIVESTOCK, COTTLE",LIVESTOCK,B,COTTLE,N,BLAINE AQUIFER | COTTLE,250,250,250,250,250,250
1382,412,"LIVESTOCK, COTTLE",LIVESTOCK,B,COTTLE,N,LOCAL SURFACE WATER SUPPLY,294,294,294,294,294,294
1383,412,"LIVESTOCK, CRANE",LIVESTOCK,F,CRANE,N,LOCAL SURFACE WATER SUPPLY,21,21,21,21,21,21
1383,999,"LIVESTOCK, CRANE",LIVESTOCK,F,CRANE,N,PECOS VALLEY/EDWARDS-TRINITY (PLATEAU) AQUIFER | CRANE,151,151,151,151,151,151
1384,227,"LIVESTOCK, CROCKETT",LIVESTOCK,F,CROCKETT,N,EDWARDS-TRINITY-PLATEAU AQUIFER | CROCKETT,557,557,557,557,557,557
1384,412,"LIVESTOCK, CROCKETT",LIVESTOCK,F,CROCKETT,N,LOCAL SURFACE WATER SUPPLY,138,138,138,138,138,138
1385,412,"LIVESTOCK, CROSBY",LIVESTOCK,O,CROSBY,N,LOCAL SURFACE WATER SUPPLY,0,0,0,0,0,0
1385,469,"LIVESTOCK, CROSBY",LIVESTOCK,O,CROSBY,N,OGALLALA AQUIFER | CROSBY,55,55,55,55,55,55
1385,903,"LIVESTOCK, CROSBY",LIVESTOCK,O,CROSBY,N,DOCKUM AQUIFER | CROSBY,55,55,55,55,55,55
1385,985,"LIVESTOCK, CROSBY",LIVESTOCK,O,CROSBY,N,OTHER AQUIFER | CROSBY,45,45,45,45,45,45
1386,228,"LIVESTOCK, CULBERSON",LIVESTOCK,E,CULBERSON,N,EDWARDS-TRINITY-PLATEAU AQUIFER | CULBERSON,29,29,29,29,29,29
1386,412,"LIVESTOCK, CULBERSON",LIVESTOCK,E,CULBERSON,N,LOCAL SURFACE WATER SUPPLY,15,15,15,15,15,15
1386,680,"LIVESTOCK, CULBERSON",LIVESTOCK,E,CULBERSON,N,RUSTLER AQUIFER | CULBERSON,28,28,28,28,28,28
1386,823,"LIVESTOCK, CULBERSON",LIVESTOCK,E,CULBERSON,N,WEST TEXAS BOLSONS AQUIFER | CULBERSON,228,228,228,228,228,228
1387,412,"LIVESTOCK, DALLAM",LIVESTOCK,A,DALLAM,N,LOCAL SURFACE WATER SUPPLY,2488,2488,2488,2488,2488,2488
1387,980,"LIVESTOCK, DALLAM",LIVESTOCK,A,DALLAM,N,OGALLALA-RITA BLANCA AQUIFER | DALLAM,1949,2181,2432,2703,2997,3315
1388,412,"LIVESTOCK, DALLAS",LIVESTOCK,C,DALLAS,N,LOCAL SURFACE WATER SUPPLY,198,198,198,198,198,198
1388,835,"LIVESTOCK, DALLAS",LIVESTOCK,C,DALLAS,N,WOODBINE AQUIFER | DALLAS,763,763,763,763,763,763
1389,412,"LIVESTOCK, DAWSON",LIVESTOCK,O,DAWSON,N,LOCAL SURFACE WATER SUPPLY,0,0,0,0,0,0
1389,471,"LIVESTOCK, DAWSON",LIVESTOCK,O,DAWSON,N,OGALLALA AQUIFER | DAWSON,140,145,145,150,155,150
1389,904,"LIVESTOCK, DAWSON",LIVESTOCK,O,DAWSON,N,DOCKUM AQUIFER | DAWSON,9,9,9,9,9,9
1390,178,"LIVESTOCK, DEAF SMITH",LIVESTOCK,O,DEAF SMITH,N,DOCKUM AQUIFER | DEAF SMITH,50,50,50,50,50,50
1390,412,"LIVESTOCK, DEAF SMITH",LIVESTOCK,O,DEAF SMITH,N,LOCAL SURFACE WATER SUPPLY,0,0,0,0,0,0
1390,472,"LIVESTOCK, DEAF SMITH",LIVESTOCK,O,DEAF SMITH,N,OGALLALA AQUIFER | DEAF SMITH,8030,10188,13215,12484,11549,15623
1391,412,"LIVESTOCK, DELTA",LIVESTOCK,D,DELTA,N,LOCAL SURFACE WATER SUPPLY,231,231,231,231,231,231
1391,439,"LIVESTOCK, DELTA",LIVESTOCK,D,DELTA,N,NACATOCH AQUIFER | DELTA,20,20,20,20,20,20
1391,769,"LIVESTOCK, DELTA",LIVESTOCK,D,DELTA,N,TRINITY AQUIFER | DELTA,122,122,122,122,122,122
1392,412,"LIVESTOCK, DENTON",LIVESTOCK,C,DENTON,N,LOCAL SURFACE WATER SUPPLY,622,622,622,622,622,622
1392,770,"LIVESTOCK, DENTON",LIVESTOCK,C,DENTON,N,TRINITY AQUIFER | DENTON,240,240,240,240,240,240
1392,837,"LIVESTOCK, DENTON",LIVESTOCK,C,DENTON,N,WOODBINE AQUIFER | DENTON,490,490,490,490,490,490
1393,306,"LIVESTOCK, DEWITT",LIVESTOCK,L,DEWITT,N,GULF COAST AQUIFER | DEWITT,997,997,997,997,997,997
1393,412,"LIVESTOCK, DEWITT",LIVESTOCK,L,DEWITT,N,LOCAL SURFACE WATER SUPPLY,997,997,997,997,997,997
1394,412,"LIVESTOCK, DICKENS",LIVESTOCK,O,DICKENS,N,LOCAL SURFACE WATER SUPPLY,0,0,0,0,0,0
1394,473,"LIVESTOCK, DICKENS",LIVESTOCK,O,DICKENS,N,OGALLALA AQUIFER | DICKENS,55,55,55,55,55,55
1394,535,"LIVESTOCK, DICKENS",LIVESTOCK,O,DICKENS,N,OTHER AQUIFER | DICKENS,190,190,190,190,190,190
1394,905,"LIVESTOCK, DICKENS",LIVESTOCK,O,DICKENS,N,DOCKUM AQUIFER | DICKENS,60,60,60,60,60,60
1395,84,"LIVESTOCK, DIMMIT",LIVESTOCK,L,DIMMIT,N,CARRIZO-WILCOX AQUIFER | DIMMIT,244,244,244,244,244,244
1395,412,"LIVESTOCK, DIMMIT",LIVESTOCK,L,DIMMIT,N,LOCAL SURFACE WATER SUPPLY,244,244,244,244,244,244
1396,412,"LIVESTOCK, DONLEY",LIVESTOCK,A,DONLEY,N,LOCAL SURFACE WATER SUPPLY,283,283,283,283,283,283
1396,474,"LIVESTOCK, DONLEY",LIVESTOCK,A,DONLEY,N,OGALLALA AQUIFER | DONLEY,664,666,667,669,671,673
1396,536,"LIVESTOCK, DONLEY",LIVESTOCK,A,DONLEY,N,OTHER AQUIFER | DONLEY,383,383,383,383,383,383
1397,307,"LIVESTOCK, DUVAL",LIVESTOCK,N,DUVAL,N,GULF COAST AQUIFER | DUVAL,606,606,606,606,606,606
1397,412,"LIVESTOCK, DUVAL",LIVESTOCK,N,DUVAL,N,LOCAL SURFACE WATER SUPPLY,148,148,148,148,148,148
1398,412,"LIVESTOCK, EASTLAND",LIVESTOCK,G,EASTLAND,N,LOCAL SURFACE WATER SUPPLY,1127,1127,1127,1127,1127,1127
1399,140,"LIVESTOCK, ECTOR",LIVESTOCK,F,ECTOR,N,PECOS VALLEY AQUIFER | ECTOR,25,25,25,25,25,25
1399,179,"LIVESTOCK, ECTOR",LIVESTOCK,F,ECTOR,N,DOCKUM AQUIFER | ECTOR,18,18,18,18,18,18
1399,229,"LIVESTOCK, ECTOR",LIVESTOCK,F,ECTOR,N,EDWARDS-TRINITY-PLATEAU AQUIFER | ECTOR,204,204,204,204,204,204
1399,412,"LIVESTOCK, ECTOR",LIVESTOCK,F,ECTOR,N,LOCAL SURFACE WATER SUPPLY,11,11,11,11,11,11
1399,475,"LIVESTOCK, ECTOR",LIVESTOCK,F,ECTOR,N,OGALLALA AQUIFER | ECTOR,10,10,10,10,10,10
1400,230,"LIVESTOCK, EDWARDS",LIVESTOCK,J,EDWARDS,N,EDWARDS-TRINITY-PLATEAU AQUIFER | EDWARDS,471,471,471,471,471,471
1400,412,"LIVESTOCK, EDWARDS",LIVESTOCK,J,EDWARDS,N,LOCAL SURFACE WATER SUPPLY,52,52,52,52,52,52
1401,412,"LIVESTOCK, ELLIS",LIVESTOCK,C,ELLIS,N,LOCAL SURFACE WATER SUPPLY,1112,1112,1112,1112,1112,1112
1401,838,"LIVESTOCK, ELLIS",LIVESTOCK,C,ELLIS,N,WOODBINE AQUIFER | ELLIS,97,97,97,97,97,97
1402,375,"LIVESTOCK, EL PASO",LIVESTOCK,E,EL PASO,N,HUECO-MESILLA BOLSON AQUIFER | EL PASO,603,603,603,603,603,603
1402,412,"LIVESTOCK, EL PASO",LIVESTOCK,E,EL PASO,N,LOCAL SURFACE WATER SUPPLY,26,26,26,26,26,26
1403,412,"LIVESTOCK, ERATH",LIVESTOCK,G,ERATH,N,LOCAL SURFACE WATER SUPPLY,6702,6702,6702,6702,6702,6702
1404,412,"LIVESTOCK, FALLS",LIVESTOCK,G,FALLS,N,LOCAL SURFACE WATER SUPPLY,1878,1878,1878,1878,1878,1878
1405,412,"LIVESTOCK, FANNIN",LIVESTOCK,C,FANNIN,N,LOCAL SURFACE WATER SUPPLY,1306,1306,1306,1306,1306,1306
1405,540,"LIVESTOCK, FANNIN",LIVESTOCK,C,FANNIN,N,OTHER AQUIFER | FANNIN,10,10,10,10,10,10
