EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,N2020,N2030,N2040,N2050,N2060,N2070
1533,"LIVESTOCK, SABINE",LIVESTOCK,I,SABINE,N,0,0,0,0,0,0
1534,"LIVESTOCK, SAN AUGUSTINE",LIVESTOCK,I,SAN AUGUSTINE,N,0,0,0,0,0,0
1535,"LIVESTOCK, SAN JACINTO",LIVESTOCK,H,SAN JACINTO,N,0,0,0,0,0,0
1536,"LIVESTOCK, SAN PATRICIO",LIVESTOCK,N,SAN PATRICIO,N,0,0,0,0,0,0
1537,"LIVESTOCK, SAN SABA",LIVESTOCK,K,SAN SABA,N,0,0,0,0,0,0
1538,"LIVESTOCK, SCHLEICHER",LIVESTOCK,F,SCHLEICHER,N,0,0,0,0,0,0
1539,"LIVESTOCK, SCURRY",LIVESTOCK,F,SCURRY,N,92,92,92,91,91,91
1540,"LIVESTOCK, SHACKELFORD",LIVESTOCK,G,SHACKELFORD,N,0,0,0,0,0,0
1541,"LIVESTOCK, SHELBY",LIVESTOCK,I,SHELBY,N,1367,2375,3602,5099,6924,6924
1542,"LIVESTOCK, SHERMAN",LIVESTOCK,A,SHERMAN,N,0,0,0,0,0,0
1543,"LIVESTOCK, SMITH",LIVESTOCK,D,SMITH,Y,0,0,0,0,0,0
1543,"LIVESTOCK, SMITH",LIVESTOCK,I,SMITH,Y,0,0,0,0,0,0
1544,"LIVESTOCK, SOMERVELL",LIVESTOCK,G,SOMERVELL,N,0,0,0,0,0,0
1545,"LIVESTOCK, STARR",LIVESTOCK,M,STARR,N,0,0,0,0,0,0
1546,"LIVESTOCK, STEPHENS",LIVESTOCK,G,STEPHENS,N,0,0,0,0,0,0
1547,"LIVESTOCK, STERLING",LIVESTOCK,F,STERLING,N,0,0,0,0,0,0
1548,"LIVESTOCK, STONEWALL",LIVESTOCK,G,STONEWALL,N,0,0,0,0,0,0
1549,"LIVESTOCK, SUTTON",LIVESTOCK,F,SUTTON,N,0,0,0,0,0,0
1550,"LIVESTOCK, SWISHER",LIVESTOCK,O,SWISHER,N,0,0,0,0,0,0
1551,"LIVESTOCK, TARRANT",LIVESTOCK,C,TARRANT,N,0,0,0,0,0,0
1552,"LIVESTOCK, TAYLOR",LIVESTOCK,G,TAYLOR,N,0,0,0,0,0,0
1553,"LIVESTOCK, TERRELL",LIVESTOCK,E,TERRELL,N,0,0,0,0,0,0
1554,"LIVESTOCK, TERRY",LIVESTOCK,O,TERRY,N,0,0,0,150,235,379
1555,"LIVESTOCK, THROCKMORTON",LIVESTOCK,G,THROCKMORTON,N,0,0,0,0,0,0
1556,"LIVESTOCK, TITUS",LIVESTOCK,D,TITUS,N,0,0,0,0,0,0
1557,"LIVESTOCK, TOM GREEN",LIVESTOCK,F,TOM GREEN,N,0,0,0,0,0,0
1558,"LIVESTOCK, TRAVIS",LIVESTOCK,K,TRAVIS,N,0,0,0,0,0,0
1559,"LIVESTOCK, TRINITY",LIVESTOCK,H,TRINITY,Y,0,0,0,0,0,0
1559,"LIVESTOCK, TRINITY",LIVESTOCK,I,TRINITY,Y,0,0,0,0,0,0
1560,"LIVESTOCK, TYLER",LIVESTOCK,I,TYLER,N,0,0,0,0,0,0
1561,"LIVESTOCK, UPSHUR",LIVESTOCK,D,UPSHUR,N,0,0,0,0,0,0
1562,"LIVESTOCK, UPTON",LIVESTOCK,F,UPTON,N,0,0,0,0,0,0
1563,"LIVESTOCK, UVALDE",LIVESTOCK,L,UVALDE,N,0,0,0,0,0,0
1564,"LIVESTOCK, VAL VERDE",LIVESTOCK,J,VAL VERDE,N,0,0,0,0,0,0
1565,"LIVESTOCK, VAN ZANDT",LIVESTOCK,D,VAN ZANDT,N,0,0,0,0,0,0
1566,"LIVESTOCK, VICTORIA",LIVESTOCK,L,VICTORIA,N,0,0,0,0,0,0
1567,"LIVESTOCK, WALKER",LIVESTOCK,H,WALKER,N,0,0,0,0,0,0
1568,"LIVESTOCK, WALLER",LIVESTOCK,H,WALLER,N,0,0,0,0,0,0
1569,"LIVESTOCK, WARD",LIVESTOCK,F,WARD,N,0,0,0,0,0,0
1570,"LIVESTOCK, WASHINGTON",LIVESTOCK,G,WASHINGTON,N,0,0,0,0,0,0
1571,"LIVESTOCK, WEBB",LIVESTOCK,M,WEBB,N,0,0,0,0,0,0
1572,"LIVESTOCK, WHARTON",LIVESTOCK,K,WHARTON,Y,0,0,0,0,0,0
1572,"LIVESTOCK, WHARTON",LIVESTOCK,P,WHARTON,Y,0,0,0,0,0,0
1573,"LIVESTOCK, WHEELER",LIVESTOCK,A,WHEELER,N,0,0,0,0,0,0
1574,"LIVESTOCK, WICHITA",LIVESTOCK,B,WICHITA,N,0,0,0,0,0,0
1575,"LIVESTOCK, WILBARGER",LIVESTOCK,B,WILBARGER,N,0,0,0,0,0,0
1576,"LIVESTOCK, WILLACY",LIVESTOCK,M,WILLACY,N,0,0,0,0,0,0
1577,"LIVESTOCK, WILLIAMSON",LIVESTOCK,G,WILLIAMSON,Y,0,0,0,0,0,0
1577,"LIVESTOCK, WILLIAMSON",LIVESTOCK,K,WILLIAMSON,Y,0,0,0,0,0,0
1578,"LIVESTOCK, WILSON",LIVESTOCK,L,WILSON,N,0,0,0,0,0,0
1579,"LIVESTOCK, WINKLER",LIVESTOCK,F,WINKLER,N,0,0,0,0,0,0
1580,"LIVESTOCK, WISE",LIVESTOCK,C,WISE,N,0,0,0,0,0,0
1581,"LIVESTOCK, WOOD",LIVESTOCK,D,WOOD,N,0,0,0,0,0,0
1582,"LIVESTOCK, YOAKUM",LIVESTOCK,O,YOAKUM,N,281,286,290,296,301,322
1583,"LIVESTOCK, YOUNG",LIVESTOCK,G,YOUNG,N,0,0,0,0,0,0
1584,"LIVESTOCK, ZAPATA",LIVESTOCK,M,ZAPATA,N,0,0,0,0,0,0
1585,"LIVESTOCK, ZAVALA",LIVESTOCK,L,ZAVALA,N,0,0,0,0,0,0
1586,LIVINGSTON,MUNICIPAL,H,POLK,N,0,0,0,0,0,0
1587,LLANO,MUNICIPAL,K,LLANO,N,445,475,461,439,467,496
1588,LOCKHART,MUNICIPAL,L,CALDWELL,N,188,613,1042,1484,1947,2402
1589,LOCKNEY,MUNICIPAL,O,FLOYD,N,35,41,43,53,61,67
1590,LOG CABIN,MUNICIPAL,C,HENDERSON,N,0,0,0,0,0,0
1591,LOMETA,MUNICIPAL,G,LAMPASAS,N,5,9,9,9,9,9
1592,LONE OAK,MUNICIPAL,D,HUNT,N,0,0,0,0,0,56
1593,LONE STAR,MUNICIPAL,D,MORRIS,N,0,0,0,0,0,0
1594,LONGHORN TOWN UD,MUNICIPAL,H,HARRIS,N,115,155,159,165,171,176
1595,LOOP 360 WSC,MUNICIPAL,K,TRAVIS,N,0,0,14,66,113,157
1596,LORAINE,MUNICIPAL,F,MITCHELL,N,0,0,0,0,0,0
1597,LORENA,MUNICIPAL,G,MCLENNAN,N,0,0,0,0,0,0
1598,LORENZO,MUNICIPAL,O,CROSBY,N,0,0,0,5,25,40
1599,LOS FRESNOS,MUNICIPAL,M,CAMERON,N,0,0,0,0,0,45
1600,LOS INDIOS,MUNICIPAL,M,CAMERON,N,59,76,94,116,141,166
1601,LOST CREEK MUD,MUNICIPAL,K,TRAVIS,N,0,0,0,0,0,0
1602,LOTT,MUNICIPAL,G,FALLS,N,0,0,0,0,0,0
1603,LOVELADY,MUNICIPAL,I,HOUSTON,N,0,0,0,0,0,0
1604,LOWRY CROSSING,MUNICIPAL,C,COLLIN,N,17,60,90,102,115,129
1605,LUCAS,MUNICIPAL,C,COLLIN,N,168,562,930,1179,1465,1646
1607,LULING,MUNICIPAL,L,CALDWELL,Y,0,41,217,400,594,784
1607,LULING,MUNICIPAL,L,GUADALUPE,Y,0,0,1,2,2,3
1608,LUMBERTON,MUNICIPAL,I,HARDIN,N,0,0,0,0,0,0
1609,LUMBERTON MUD,MUNICIPAL,I,HARDIN,N,0,0,0,0,0,0
1610,LYFORD,MUNICIPAL,M,WILLACY,N,0,0,0,0,0,0
1611,LYTLE,MUNICIPAL,L,ATASCOSA,Y,134,198,254,310,365,418
1611,LYTLE,MUNICIPAL,L,BEXAR,Y,3,6,8,11,13,15
1611,LYTLE,MUNICIPAL,L,MEDINA,Y,34,53,71,88,106,121
1613,MABANK,MUNICIPAL,C,HENDERSON,Y,0,16,34,77,218,528
1613,MABANK,MUNICIPAL,C,KAUFMAN,Y,0,75,173,478,977,1582
1614,MACBEE SUD,MUNICIPAL,C,KAUFMAN,Y,0,0,0,0,0,0
1614,MACBEE SUD,MUNICIPAL,D,HUNT,Y,0,0,0,0,0,0
1614,MACBEE SUD,MUNICIPAL,D,VAN ZANDT,Y,0,0,0,0,0,0
1615,MACEDONIA-EYLAU MUD #1,MUNICIPAL,D,BOWIE,N,565,574,577,577,577,577
1616,MADERA VALLEY WSC,MUNICIPAL,F,REEVES,N,0,0,0,0,0,0
1617,MADISONVILLE,MUNICIPAL,H,MADISON,N,0,0,0,0,0,0
1618,MAGNOLIA,MUNICIPAL,H,MONTGOMERY,N,65,194,368,627,1008,1601
1619,MALAKOFF,MUNICIPAL,C,HENDERSON,N,0,2,5,8,16,28
1620,MANOR,MUNICIPAL,K,TRAVIS,N,0,0,0,94,494,867
1622,"MANUFACTURING, ANGELINA",MANUFACTURING,I,ANGELINA,N,10722,12009,13313,14470,15705,17037
1623,"MANUFACTURING, ARANSAS",MANUFACTURING,N,ARANSAS,N,0,0,0,0,0,0
1624,"MANUFACTURING, ATASCOSA",MANUFACTURING,L,ATASCOSA,N,0,0,0,0,0,0
1625,"MANUFACTURING, AUSTIN",MANUFACTURING,H,AUSTIN,N,0,7,14,20,30,41
1626,"MANUFACTURING, BAILEY",MANUFACTURING,O,BAILEY,N,183,206,225,250,274,324
1627,"MANUFACTURING, BASTROP",MANUFACTURING,K,BASTROP,N,55,87,120,151,174,199
1628,"MANUFACTURING, BEE",MANUFACTURING,N,BEE,N,0,0,0,0,0,0
1629,"MANUFACTURING, BELL",MANUFACTURING,G,BELL,N,873,993,1110,1214,1350,1497
1630,"MANUFACTURING, BEXAR",MANUFACTURING,L,BEXAR,N,0,0,0,0,1058,3680
1631,"MANUFACTURING, BLANCO",MANUFACTURING,K,BLANCO,N,0,0,0,0,0,0
1632,"MANUFACTURING, BOSQUE",MANUFACTURING,G,BOSQUE,N,1868,2187,2501,2772,3088,3431
1633,"MANUFACTURING, BOWIE",MANUFACTURING,D,BOWIE,N,1544,1679,1810,1922,2080,2251
1634,"MANUFACTURING, BRAZORIA",MANUFACTURING,H,BRAZORIA,N,63890,79809,96459,113121,129794,146453
1635,"MANUFACTURING, BRAZOS",MANUFACTURING,G,BRAZOS,N,1800,886,1219,1513,1802,2116
1636,"MANUFACTURING, BREWSTER",MANUFACTURING,E,BREWSTER,N,0,0,0,0,0,0
1637,"MANUFACTURING, BROWN",MANUFACTURING,F,BROWN,N,0,0,0,0,0,0
1638,"MANUFACTURING, BURLESON",MANUFACTURING,G,BURLESON,N,0,22,44,64,82,102
1639,"MANUFACTURING, BURNET",MANUFACTURING,K,BURNET,N,0,0,0,0,0,0
1640,"MANUFACTURING, CALDWELL",MANUFACTURING,L,CALDWELL,N,0,0,0,0,0,0
1641,"MANUFACTURING, CALHOUN",MANUFACTURING,L,CALHOUN,N,0,0,0,2161,6993,11174
1642,"MANUFACTURING, CAMERON",MANUFACTURING,M,CAMERON,N,687,1090,1489,1835,2303,2808
1643,"MANUFACTURING, CAMP",MANUFACTURING,D,CAMP,N,0,0,0,0,0,0
1644,"MANUFACTURING, CARSON",MANUFACTURING,A,CARSON,N,0,0,0,0,0,0
1645,"MANUFACTURING, CASS",MANUFACTURING,D,CASS,N,115,1305,7189,12277,21252,62827
1646,"MANUFACTURING, CASTRO",MANUFACTURING,O,CASTRO,N,85,54,64,109,180,260
1647,"MANUFACTURING, CHAMBERS",MANUFACTURING,H,CHAMBERS,N,0,157,315,456,638,835
1648,"MANUFACTURING, CHEROKEE",MANUFACTURING,I,CHEROKEE,N,0,0,0,0,0,0
1649,"MANUFACTURING, COLEMAN",MANUFACTURING,F,COLEMAN,N,9,9,9,9,9,9
1650,"MANUFACTURING, COLLIN",MANUFACTURING,C,COLLIN,N,233,855,1221,1532,1884,2302
1651,"MANUFACTURING, COLORADO",MANUFACTURING,K,COLORADO,N,0,0,0,0,0,0
1652,"MANUFACTURING, COMAL",MANUFACTURING,L,COMAL,N,4130,4881,5612,6239,7120,8074
1653,"MANUFACTURING, COMANCHE",MANUFACTURING,G,COMANCHE,N,0,0,0,0,0,0
1654,"MANUFACTURING, COOKE",MANUFACTURING,C,COOKE,N,0,0,0,0,0,178
1655,"MANUFACTURING, CORYELL",MANUFACTURING,G,CORYELL,N,0,0,0,0,0,0
1656,"MANUFACTURING, CROSBY",MANUFACTURING,O,CROSBY,N,0,0,0,0,0,0
1657,"MANUFACTURING, DALLAS",MANUFACTURING,C,DALLAS,N,2047,5621,10112,13257,15199,16642
1658,"MANUFACTURING, DAWSON",MANUFACTURING,O,DAWSON,N,0,0,0,0,0,7
1659,"MANUFACTURING, DEAF SMITH",MANUFACTURING,O,DEAF SMITH,N,2234,2600,2061,2057,3295,2638
1660,"MANUFACTURING, DENTON",MANUFACTURING,C,DENTON,N,116,383,694,992,1311,1569
1661,"MANUFACTURING, DEWITT",MANUFACTURING,L,DEWITT,N,0,0,0,0,0,0
1662,"MANUFACTURING, EASTLAND",MANUFACTURING,G,EASTLAND,N,0,0,0,0,0,0
1663,"MANUFACTURING, ECTOR",MANUFACTURING,F,ECTOR,N,0,0,0,0,0,0
1664,"MANUFACTURING, ELLIS",MANUFACTURING,C,ELLIS,N,0,0,173,433,907,1379
1665,"MANUFACTURING, EL PASO",MANUFACTURING,E,EL PASO,N,8841,9968,11058,11985,13461,15050
1666,"MANUFACTURING, ERATH",MANUFACTURING,G,ERATH,N,0,0,0,0,0,0
1667,"MANUFACTURING, FALLS",MANUFACTURING,G,FALLS,N,1,1,1,1,1,1
1668,"MANUFACTURING, FANNIN",MANUFACTURING,C,FANNIN,N,0,1,24,48,64,80
1669,"MANUFACTURING, FAYETTE",MANUFACTURING,K,FAYETTE,N,206,243,279,310,349,391
1670,"MANUFACTURING, FISHER",MANUFACTURING,G,FISHER,N,20,50,79,105,131,159
1671,"MANUFACTURING, FORT BEND",MANUFACTURING,H,FORT BEND,N,2705,4623,5097,5439,5201,4956
1672,"MANUFACTURING, GALVESTON",MANUFACTURING,H,GALVESTON,N,189,972,1776,2609,3465,4342
1673,"MANUFACTURING, GARZA",MANUFACTURING,O,GARZA,N,0,0,0,0,0,0
1674,"MANUFACTURING, GILLESPIE",MANUFACTURING,K,GILLESPIE,N,309,362,411,452,536,626
1675,"MANUFACTURING, GOLIAD",MANUFACTURING,L,GOLIAD,N,0,0,0,0,0,0
1676,"MANUFACTURING, GONZALES",MANUFACTURING,L,GONZALES,N,0,0,0,0,0,0
1677,"MANUFACTURING, GRAY",MANUFACTURING,A,GRAY,N,0,0,0,0,0,0
1678,"MANUFACTURING, GRAYSON",MANUFACTURING,C,GRAYSON,N,0,0,5,588,1536,2704
1679,"MANUFACTURING, GREGG",MANUFACTURING,D,GREGG,N,0,0,0,0,0,0
1680,"MANUFACTURING, GRIMES",MANUFACTURING,G,GRIMES,N,0,0,0,0,0,0
1681,"MANUFACTURING, GUADALUPE",MANUFACTURING,L,GUADALUPE,N,0,0,0,163,494,854
1682,"MANUFACTURING, HALE",MANUFACTURING,O,HALE,N,1227,341,0,0,0,0
1683,"MANUFACTURING, HAMILTON",MANUFACTURING,G,HAMILTON,N,0,0,0,0,0,0
1684,"MANUFACTURING, HANSFORD",MANUFACTURING,A,HANSFORD,N,0,0,0,0,0,0
1685,"MANUFACTURING, HARDEMAN",MANUFACTURING,B,HARDEMAN,N,0,0,0,0,0,0
1686,"MANUFACTURING, HARDIN",MANUFACTURING,I,HARDIN,N,0,0,0,0,0,0
1687,"MANUFACTURING, HARRIS",MANUFACTURING,H,HARRIS,N,20499,35901,45279,62906,58003,53194
1688,"MANUFACTURING, HARRISON",MANUFACTURING,D,HARRISON,N,55006,64084,73156,81083,90381,100394
1689,"MANUFACTURING, HARTLEY",MANUFACTURING,A,HARTLEY,N,0,0,0,0,0,0
1690,"MANUFACTURING, HAYS",MANUFACTURING,K,HAYS,Y,0,0,0,0,0,0
1690,"MANUFACTURING, HAYS",MANUFACTURING,L,HAYS,Y,0,0,0,0,0,0
1691,"MANUFACTURING, HEMPHILL",MANUFACTURING,A,HEMPHILL,N,0,0,0,0,0,0
1692,"MANUFACTURING, HENDERSON",MANUFACTURING,C,HENDERSON,Y,0,0,0,0,11,89
1692,"MANUFACTURING, HENDERSON",MANUFACTURING,I,HENDERSON,Y,0,0,0,0,0,0
1693,"MANUFACTURING, HIDALGO",MANUFACTURING,M,HIDALGO,N,1747,2195,2643,3042,3562,4122
1694,"MANUFACTURING, HILL",MANUFACTURING,G,HILL,N,0,0,0,0,0,0
1695,"MANUFACTURING, HOCKLEY",MANUFACTURING,O,HOCKLEY,N,0,0,0,0,0,3
1696,"MANUFACTURING, HOOD",MANUFACTURING,G,HOOD,N,0,0,0,0,0,0
1697,"MANUFACTURING, HOPKINS",MANUFACTURING,D,HOPKINS,N,0,0,0,0,0,0
1698,"MANUFACTURING, HOUSTON",MANUFACTURING,I,HOUSTON,N,0,0,0,0,0,0
1699,"MANUFACTURING, HOWARD",MANUFACTURING,F,HOWARD,N,1319,1185,1399,1587,1859,2132
1700,"MANUFACTURING, HUDSPETH",MANUFACTURING,E,HUDSPETH,N,0,0,0,0,0,0
1701,"MANUFACTURING, HUNT",MANUFACTURING,D,HUNT,N,0,0,0,0,0,0
1702,"MANUFACTURING, HUTCHINSON",MANUFACTURING,A,HUTCHINSON,N,0,860,1739,2614,3487,4416
1703,"MANUFACTURING, JACK",MANUFACTURING,C,JACK,N,0,0,0,0,0,0
1704,"MANUFACTURING, JACKSON",MANUFACTURING,P,JACKSON,N,0,0,0,0,0,0
1705,"MANUFACTURING, JASPER",MANUFACTURING,I,JASPER,N,0,3049,6021,8250,8335,8420
1706,"MANUFACTURING, JEFFERSON",MANUFACTURING,I,JEFFERSON,N,180461,261473,273106,284779,296461,308603
1707,"MANUFACTURING, JOHNSON",MANUFACTURING,G,JOHNSON,N,0,0,0,0,0,0
1708,"MANUFACTURING, KARNES",MANUFACTURING,L,KARNES,N,0,0,0,0,0,0
1709,"MANUFACTURING, KAUFMAN",MANUFACTURING,C,KAUFMAN,N,0,0,0,0,0,81
1710,"MANUFACTURING, KERR",MANUFACTURING,J,KERR,N,0,0,0,0,0,0
1711,"MANUFACTURING, KIMBLE",MANUFACTURING,F,KIMBLE,N,699,750,802,850,914,983
1712,"MANUFACTURING, LAMAR",MANUFACTURING,D,LAMAR,N,565,592,620,642,685,951
1713,"MANUFACTURING, LAMB",MANUFACTURING,O,LAMB,N,280,213,105,108,115,146
1714,"MANUFACTURING, LAMPASAS",MANUFACTURING,G,LAMPASAS,N,0,0,0,0,0,0
1715,"MANUFACTURING, LAVACA",MANUFACTURING,P,LAVACA,N,0,0,0,0,0,0
1716,"MANUFACTURING, LEE",MANUFACTURING,G,LEE,N,0,0,0,0,0,0
1717,"MANUFACTURING, LEON",MANUFACTURING,H,LEON,N,0,97,222,335,440,554
1718,"MANUFACTURING, LIBERTY",MANUFACTURING,H,LIBERTY,N,74,142,212,275,330,390
1719,"MANUFACTURING, LIMESTONE",MANUFACTURING,G,LIMESTONE,N,0,0,0,0,0,0
1720,"MANUFACTURING, LIPSCOMB",MANUFACTURING,A,LIPSCOMB,N,0,0,21,69,97,124
1721,"MANUFACTURING, LIVE OAK",MANUFACTURING,N,LIVE OAK,N,0,0,0,0,0,0
1722,"MANUFACTURING, LLANO",MANUFACTURING,K,LLANO,N,0,0,0,0,0,0
1723,"MANUFACTURING, LUBBOCK",MANUFACTURING,O,LUBBOCK,N,232,63,68,72,78,143
1724,"MANUFACTURING, MCCULLOCH",MANUFACTURING,F,MCCULLOCH,N,201,217,230,241,261,284
1725,"MANUFACTURING, MCLENNAN",MANUFACTURING,G,MCLENNAN,N,1664,1916,2204,2417,2664,2834
1726,"MANUFACTURING, MADISON",MANUFACTURING,H,MADISON,N,0,21,42,61,85,111
1727,"MANUFACTURING, MARION",MANUFACTURING,D,MARION,N,0,0,0,0,0,0
1728,"MANUFACTURING, MARTIN",MANUFACTURING,F,MARTIN,N,25,26,25,26,28,29
1729,"MANUFACTURING, MATAGORDA",MANUFACTURING,K,MATAGORDA,N,0,0,0,0,0,0
1730,"MANUFACTURING, MAVERICK",MANUFACTURING,M,MAVERICK,N,79,84,89,93,100,107
1731,"MANUFACTURING, MEDINA",MANUFACTURING,L,MEDINA,N,0,0,0,0,0,0
1732,"MANUFACTURING, MIDLAND",MANUFACTURING,F,MIDLAND,N,0,0,0,0,0,0
1733,"MANUFACTURING, MILAM",MANUFACTURING,G,MILAM,N,0,0,0,0,0,0
1734,"MANUFACTURING, MILLS",MANUFACTURING,K,MILLS,N,0,0,0,0,0,0
1735,"MANUFACTURING, MONTAGUE",MANUFACTURING,B,MONTAGUE,N,0,0,0,0,0,0
1736,"MANUFACTURING, MONTGOMERY",MANUFACTURING,H,MONTGOMERY,N,727,980,1232,1455,1699,1964
1737,"MANUFACTURING, MOORE",MANUFACTURING,A,MOORE,N,1877,2346,2754,4445,6147,7746
1738,"MANUFACTURING, MORRIS",MANUFACTURING,D,MORRIS,N,0,0,0,0,0,2763
1739,"MANUFACTURING, MOTLEY",MANUFACTURING,O,MOTLEY,N,0,0,0,0,0,0
1740,"MANUFACTURING, NACOGDOCHES",MANUFACTURING,I,NACOGDOCHES,N,0,0,0,0,0,0
1741,"MANUFACTURING, NAVARRO",MANUFACTURING,C,NAVARRO,N,0,438,553,701,874,1059
1742,"MANUFACTURING, NEWTON",MANUFACTURING,I,NEWTON,N,0,0,0,0,0,0
1743,"MANUFACTURING, NOLAN",MANUFACTURING,G,NOLAN,N,881,1072,1260,1426,1591,1770
1744,"MANUFACTURING, NUECES",MANUFACTURING,N,NUECES,N,0,0,0,1905,10981,19603
1745,"MANUFACTURING, ORANGE",MANUFACTURING,I,ORANGE,N,2532,8479,14439,19730,25680,32111
1746,"MANUFACTURING, PALO PINTO",MANUFACTURING,G,PALO PINTO,N,0,0,0,0,0,0
1747,"MANUFACTURING, PANOLA",MANUFACTURING,I,PANOLA,N,134,156,176,194,230,309
1748,"MANUFACTURING, PARKER",MANUFACTURING,C,PARKER,N,0,0,0,42,359,495
1749,"MANUFACTURING, PARMER",MANUFACTURING,O,PARMER,N,673,805,932,1043,1222,1413
1750,"MANUFACTURING, PECOS",MANUFACTURING,F,PECOS,N,0,0,0,0,0,0
1751,"MANUFACTURING, POLK",MANUFACTURING,I,POLK,N,0,0,0,0,0,0
1752,"MANUFACTURING, POTTER",MANUFACTURING,A,POTTER,N,2099,3611,5239,6714,8130,9633
1753,"MANUFACTURING, RAINS",MANUFACTURING,D,RAINS,N,0,0,0,0,0,0
1754,"MANUFACTURING, RANDALL",MANUFACTURING,A,RANDALL,N,41,169,295,401,508,619
1755,"MANUFACTURING, RED RIVER",MANUFACTURING,D,RED RIVER,N,0,0,7,7,8,9
1756,"MANUFACTURING, REEVES",MANUFACTURING,F,REEVES,N,0,0,0,0,0,0
1757,"MANUFACTURING, ROBERTSON",MANUFACTURING,G,ROBERTSON,N,0,0,0,0,0,0
1758,"MANUFACTURING, ROCKWALL",MANUFACTURING,C,ROCKWALL,N,3,9,13,17,21,26
1759,"MANUFACTURING, RUNNELS",MANUFACTURING,F,RUNNELS,N,46,49,53,59,64,69
1760,"MANUFACTURING, RUSK",MANUFACTURING,I,RUSK,N,0,0,0,0,0,0
1761,"MANUFACTURING, SABINE",MANUFACTURING,I,SABINE,N,0,0,0,0,0,0
1762,"MANUFACTURING, SAN AUGUSTINE",MANUFACTURING,I,SAN AUGUSTINE,N,0,0,0,0,0,0
1763,"MANUFACTURING, SAN JACINTO",MANUFACTURING,H,SAN JACINTO,N,0,0,0,0,0,0
1764,"MANUFACTURING, SAN PATRICIO",MANUFACTURING,N,SAN PATRICIO,N,6451,8804,11126,13172,15754,18529
1765,"MANUFACTURING, SAN SABA",MANUFACTURING,K,SAN SABA,N,0,0,0,0,0,0
1766,"MANUFACTURING, SHELBY",MANUFACTURING,I,SHELBY,N,0,0,0,0,0,0
1767,"MANUFACTURING, SMITH",MANUFACTURING,D,SMITH,Y,300,327,354,377,408,442
1767,"MANUFACTURING, SMITH",MANUFACTURING,I,SMITH,Y,1464,1655,1838,1993,2206,2437
1768,"MANUFACTURING, SOMERVELL",MANUFACTURING,G,SOMERVELL,N,0,0,0,0,0,0
1769,"MANUFACTURING, STEPHENS",MANUFACTURING,G,STEPHENS,N,0,0,0,0,0,0
1770,"MANUFACTURING, TARRANT",MANUFACTURING,C,TARRANT,N,0,3542,7311,10337,13049,15900
1771,"MANUFACTURING, TAYLOR",MANUFACTURING,G,TAYLOR,N,0,0,0,0,0,0
1772,"MANUFACTURING, TERRY",MANUFACTURING,O,TERRY,N,0,0,0,1,1,2
1773,"MANUFACTURING, TITUS",MANUFACTURING,D,TITUS,N,3603,3719,3833,4058,4733,5440
1774,"MANUFACTURING, TOM GREEN",MANUFACTURING,F,TOM GREEN,N,1211,1459,1657,1853,2094,2357
1775,"MANUFACTURING, TRAVIS",MANUFACTURING,K,TRAVIS,N,0,0,0,0,0,0
1776,"MANUFACTURING, TYLER",MANUFACTURING,I,TYLER,N,0,0,0,0,0,0
1777,"MANUFACTURING, UPSHUR",MANUFACTURING,D,UPSHUR,N,266,285,306,324,349,376
1778,"MANUFACTURING, UVALDE",MANUFACTURING,L,UVALDE,N,0,0,0,0,0,0
1779,"MANUFACTURING, VAN ZANDT",MANUFACTURING,D,VAN ZANDT,N,158,175,191,204,240,287
1780,"MANUFACTURING, VICTORIA",MANUFACTURING,L,VICTORIA,N,2178,5016,7841,10366,13206,16252
1781,"MANUFACTURING, WALKER",MANUFACTURING,H,WALKER,N,0,0,0,0,0,0
1782,"MANUFACTURING, WALLER",MANUFACTURING,H,WALLER,N,0,13,26,37,50,64
1783,"MANUFACTURING, WARD",MANUFACTURING,F,WARD,N,0,0,0,0,0,0
1784,"MANUFACTURING, WASHINGTON",MANUFACTURING,G,WASHINGTON,N,61,126,191,248,320,398
1785,"MANUFACTURING, WEBB",MANUFACTURING,M,WEBB,N,0,2,4,5,7,9
1786,"MANUFACTURING, WHARTON",MANUFACTURING,K,WHARTON,Y,0,0,0,0,0,0
1786,"MANUFACTURING, WHARTON",MANUFACTURING,P,WHARTON,Y,0,0,0,0,0,0
1787,"MANUFACTURING, WICHITA",MANUFACTURING,B,WICHITA,N,1254,1361,1486,1595,1640,1686
1788,"MANUFACTURING, WILBARGER",MANUFACTURING,B,WILBARGER,N,0,0,32,115,131,143
1789,"MANUFACTURING, WILLACY",MANUFACTURING,M,WILLACY,N,16,16,16,16,16,16
1790,"MANUFACTURING, WILLIAMSON",MANUFACTURING,G,WILLIAMSON,N,11,10,11,11,11,11
1791,"MANUFACTURING, WILSON",MANUFACTURING,L,WILSON,N,0,0,0,0,0,0
1792,"MANUFACTURING, WISE",MANUFACTURING,C,WISE,N,250,473,793,1129,1479,1859
1793,"MANUFACTURING, WOOD",MANUFACTURING,D,WOOD,N,0,0,0,0,0,0
1794,"MANUFACTURING, YOUNG",MANUFACTURING,G,YOUNG,N,0,0,0,0,0,0
1795,"MANUFACTURING, ZAVALA",MANUFACTURING,L,ZAVALA,N,0,0,0,0,0,0
1796,MANVEL,MUNICIPAL,H,BRAZORIA,N,0,566,1469,2496,3707,5207
1797,MANVILLE WSC,MUNICIPAL,G,WILLIAMSON,Y,0,0,0,0,0,0
