EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,N2020,N2030,N2040,N2050,N2060,N2070
804,FORT CLARK SPRINGS MUD,MUNICIPAL,J,KINNEY,N,0,0,0,0,0,0
805,FORT DAVIS,MUNICIPAL,E,JEFF DAVIS,N,0,0,0,0,0,0
807,FORT HOOD,MUNICIPAL,G,BELL,Y,0,0,0,0,0,0
807,FORT HOOD,MUNICIPAL,G,CORYELL,Y,0,0,0,0,0,0
808,FORT STOCKTON,MUNICIPAL,F,PECOS,N,0,0,0,0,0,0
809,FOUNTAINVIEW SUBDIVISION,MUNICIPAL,H,HARRIS,N,102,124,131,132,134,136
812,FRANKLIN,MUNICIPAL,G,ROBERTSON,N,0,0,0,0,0,0
813,FRANKSTON,MUNICIPAL,I,ANDERSON,Y,0,0,0,0,0,0
813,FRANKSTON,MUNICIPAL,I,HENDERSON,Y,0,0,0,0,0,0
814,FREDERICKSBURG,MUNICIPAL,K,GILLESPIE,N,0,0,0,0,30,222
815,FREEPORT,MUNICIPAL,H,BRAZORIA,N,0,0,0,0,0,0
816,FREER,MUNICIPAL,N,DUVAL,N,0,0,0,0,0,0
817,FRIENDSWOOD,MUNICIPAL,H,GALVESTON,Y,0,0,0,0,0,0
817,FRIENDSWOOD,MUNICIPAL,H,HARRIS,Y,0,0,0,0,0,0
818,FRIONA,MUNICIPAL,O,PARMER,N,29,44,43,18,48,127
819,FRISCO,MUNICIPAL,C,COLLIN,Y,3200,9170,14253,15740,17276,18983
819,FRISCO,MUNICIPAL,C,DENTON,Y,2132,6113,9502,10493,11516,12658
820,FRITCH,MUNICIPAL,A,HUTCHINSON,Y,0,0,0,0,0,0
820,FRITCH,MUNICIPAL,A,MOORE,Y,0,0,0,0,0,0
821,FROST,MUNICIPAL,C,NAVARRO,N,0,9,14,22,32,42
822,FULSHEAR,MUNICIPAL,H,FORT BEND,N,441,801,970,1109,1228,1337
823,FULTON,MUNICIPAL,N,ARANSAS,N,0,0,0,0,0,0
825,GALENA PARK,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
828,GANADO,MUNICIPAL,P,JACKSON,N,0,0,0,0,0,0
829,GARDEN RIDGE,MUNICIPAL,L,COMAL,N,1023,1599,2188,2786,3383,3957
830,GARRISON,MUNICIPAL,I,NACOGDOCHES,N,0,0,0,0,0,0
831,GASTONIA-SCURRY SUD,MUNICIPAL,C,KAUFMAN,N,87,216,318,428,1114,2316
832,GATESVILLE,MUNICIPAL,G,CORYELL,N,0,629,1406,2356,3152,3995
833,GEORGE WEST,MUNICIPAL,N,LIVE OAK,N,0,0,0,0,0,0
834,GEORGETOWN,MUNICIPAL,G,WILLIAMSON,N,0,2194,6695,11781,17840,24121
835,GHOLSON,MUNICIPAL,G,MCLENNAN,N,0,0,0,0,0,0
836,GIDDINGS,MUNICIPAL,G,LEE,N,0,0,0,0,0,0
837,GILL WSC,MUNICIPAL,D,HARRISON,Y,0,0,0,0,0,0
837,GILL WSC,MUNICIPAL,I,PANOLA,Y,0,0,0,0,0,0
838,GILMER,MUNICIPAL,D,UPSHUR,N,0,14,63,123,186,246
839,GLADEWATER,MUNICIPAL,D,GREGG,Y,0,0,0,0,0,0
839,GLADEWATER,MUNICIPAL,D,UPSHUR,Y,0,0,0,0,0,0
840,GLEN ROSE,MUNICIPAL,G,SOMERVELL,N,0,0,0,0,14,39
841,GLENN HEIGHTS,MUNICIPAL,C,DALLAS,Y,63,247,536,842,1163,1692
841,GLENN HEIGHTS,MUNICIPAL,C,ELLIS,Y,16,59,125,198,284,478
842,GODLEY,MUNICIPAL,G,JOHNSON,N,0,0,0,0,8,25
844,GOLDTHWAITE,MUNICIPAL,K,MILLS,N,48,51,53,64,77,94
845,GOLIAD,MUNICIPAL,L,GOLIAD,N,0,0,0,0,0,0
846,GONZALES,MUNICIPAL,L,GONZALES,N,0,0,0,174,92,310
847,GONZALES COUNTY WSC,MUNICIPAL,L,CALDWELL,Y,0,0,0,3,0,3
847,GONZALES COUNTY WSC,MUNICIPAL,L,DEWITT,Y,0,0,0,3,0,2
847,GONZALES COUNTY WSC,MUNICIPAL,L,GONZALES,Y,0,0,0,68,0,57
847,GONZALES COUNTY WSC,MUNICIPAL,L,GUADALUPE,Y,0,0,0,1,0,1
848,GORMAN,MUNICIPAL,G,EASTLAND,N,0,0,0,0,0,0
849,GRAFORD,MUNICIPAL,G,PALO PINTO,N,0,0,0,0,0,0
850,GRAHAM,MUNICIPAL,G,YOUNG,N,0,0,0,0,0,0
851,GRANBURY,MUNICIPAL,G,HOOD,N,0,0,0,0,0,0
853,GRAND PRAIRIE,MUNICIPAL,C,DALLAS,Y,4128,6740,10170,11908,13633,14682
853,GRAND PRAIRIE,MUNICIPAL,C,ELLIS,Y,0,1,4,7,7,12
853,GRAND PRAIRIE,MUNICIPAL,C,TARRANT,Y,1286,1691,2279,2667,3054,3287
854,GRAND SALINE,MUNICIPAL,D,VAN ZANDT,N,0,0,0,0,0,0
855,GRANDVIEW,MUNICIPAL,G,JOHNSON,N,0,0,0,0,0,0
856,GRANGER,MUNICIPAL,G,WILLIAMSON,N,113,121,133,148,169,190
857,GRANITE SHOALS,MUNICIPAL,K,BURNET,N,0,0,38,137,226,306
858,GRAPELAND,MUNICIPAL,I,HOUSTON,N,0,0,0,0,0,0
859,GRAPEVINE,MUNICIPAL,C,TARRANT,N,505,2096,3793,5156,6276,7241
860,GREEN TRAILS MUD,MUNICIPAL,H,HARRIS,N,222,294,298,311,322,333
861,GREEN VALLEY SUD,MUNICIPAL,L,BEXAR,Y,11,40,66,93,124,154
861,GREEN VALLEY SUD,MUNICIPAL,L,COMAL,Y,2,4,9,14,21,26
861,GREEN VALLEY SUD,MUNICIPAL,L,GUADALUPE,Y,69,253,458,689,950,1211
862,GREGORY,MUNICIPAL,N,SAN PATRICIO,N,0,0,0,0,0,0
863,GROESBECK,MUNICIPAL,G,LIMESTONE,N,688,677,668,665,668,672
864,GROOM,MUNICIPAL,A,CARSON,N,0,0,0,0,0,0
865,GROVES,MUNICIPAL,I,JEFFERSON,N,0,0,0,0,0,0
866,GROVETON,MUNICIPAL,H,TRINITY,Y,0,0,0,0,0,0
866,GROVETON,MUNICIPAL,I,TRINITY,Y,0,0,0,0,0,0
867,GRUVER,MUNICIPAL,A,HANSFORD,N,0,0,111,196,272,344
868,GUM SPRINGS WSC,MUNICIPAL,D,HARRISON,N,0,0,0,0,0,0
869,GUN BARREL CITY,MUNICIPAL,C,HENDERSON,N,324,385,478,628,1161,2163
870,GUNTER,MUNICIPAL,C,GRAYSON,N,0,118,269,421,575,730
871,MARILEE SUD,MUNICIPAL,C,COLLIN,Y,0,0,0,0,0,0
871,MARILEE SUD,MUNICIPAL,C,GRAYSON,Y,0,0,0,0,0,0
873,HACKBERRY,MUNICIPAL,C,DENTON,N,24,92,146,206,283,384
874,HALE CENTER,MUNICIPAL,O,HALE,N,0,0,0,0,0,0
875,HALLETTSVILLE,MUNICIPAL,P,LAVACA,N,0,0,0,0,0,0
876,HALLSBURG,MUNICIPAL,G,MCLENNAN,N,0,0,0,0,0,0
877,HALLSVILLE,MUNICIPAL,D,HARRISON,N,0,0,0,0,0,0
878,HALTOM CITY,MUNICIPAL,C,TARRANT,N,44,1011,1680,2180,2661,3201
879,HAMILTON,MUNICIPAL,G,HAMILTON,N,0,0,0,0,0,0
880,HAMLIN,MUNICIPAL,G,JONES,N,0,0,0,0,0,0
881,HAPPY,MUNICIPAL,A,RANDALL,Y,0,0,0,0,0,0
881,HAPPY,MUNICIPAL,O,SWISHER,Y,0,0,0,0,0,0
882,HARDIN,MUNICIPAL,H,LIBERTY,N,0,0,0,0,0,0
883,HARDIN WSC,MUNICIPAL,H,LIBERTY,N,0,0,0,0,0,0
884,HARKER HEIGHTS,MUNICIPAL,G,BELL,N,0,0,939,1496,1975,3171
888,HARRIS COUNTY MUD #11,MUNICIPAL,H,HARRIS,N,128,172,177,188,204,220
890,HARRIS COUNTY MUD #132,MUNICIPAL,H,HARRIS,N,360,474,471,491,506,524
892,HARRIS COUNTY MUD #151,MUNICIPAL,H,HARRIS,N,406,540,546,565,582,602
893,HARRIS COUNTY MUD #152,MUNICIPAL,H,HARRIS,N,444,601,633,673,708,739
894,HARRIS COUNTY MUD #153,MUNICIPAL,H,HARRIS,N,481,635,638,658,676,696
895,HARRIS COUNTY MUD #154,MUNICIPAL,H,HARRIS,N,299,393,401,424,452,483
896,HARRIS COUNTY MUD #158,MUNICIPAL,H,HARRIS,N,150,70,10,13,16,20
897,HARRIS COUNTY MUD #180,MUNICIPAL,H,HARRIS,N,206,293,313,321,328,336
898,HARRIS COUNTY MUD #189,MUNICIPAL,H,HARRIS,N,143,196,210,228,246,264
902,HARRIS COUNTY MUD #345,MUNICIPAL,H,HARRIS,N,315,419,424,439,454,468
903,HARRIS COUNTY MUD #46,MUNICIPAL,H,HARRIS,N,266,348,344,351,361,371
904,HARRIS COUNTY MUD #5,MUNICIPAL,H,HARRIS,N,143,69,10,15,19,24
905,HARRIS COUNTY MUD #50,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
907,HARRIS COUNTY MUD #55,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
908,HARRIS COUNTY MUD #8,MUNICIPAL,H,HARRIS,N,39,31,8,12,15,17
909,HARRIS COUNTY UD #14,MUNICIPAL,H,HARRIS,N,82,124,143,167,194,234
910,HARRIS COUNTY UD #15,MUNICIPAL,H,HARRIS,N,209,303,351,405,465,515
911,HARRIS COUNTY WCID #1,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
912,HARRIS COUNTY WCID #133,MUNICIPAL,H,HARRIS,N,264,342,352,397,450,510
918,HART,MUNICIPAL,O,CASTRO,N,0,0,3,12,19,25
919,HASKELL,MUNICIPAL,G,HASKELL,N,58,126,193,269,353,442
920,HASLET,MUNICIPAL,C,TARRANT,N,4,112,213,587,943,1194
921,HAWKINS,MUNICIPAL,D,WOOD,N,0,0,0,0,0,0
922,HAWLEY,MUNICIPAL,G,JONES,N,0,0,0,0,0,0
923,HAWLEY WSC,MUNICIPAL,G,JONES,Y,0,0,0,0,0,0
923,HAWLEY WSC,MUNICIPAL,G,TAYLOR,Y,0,0,0,0,0,0
924,HEARNE,MUNICIPAL,G,ROBERTSON,N,0,0,0,0,0,0
925,HEATH,MUNICIPAL,C,ROCKWALL,N,310,1832,2299,2613,2940,3302
926,HEBBRONVILLE,MUNICIPAL,M,JIM HOGG,N,0,24,46,81,117,153
928,HEDWIG VILLAGE,MUNICIPAL,H,HARRIS,N,118,107,32,48,63,81
929,HELOTES,MUNICIPAL,L,BEXAR,N,0,0,0,0,0,0
930,HEMPHILL,MUNICIPAL,I,SABINE,N,0,0,0,0,0,0
931,HEMPSTEAD,MUNICIPAL,H,WALLER,N,0,0,0,0,207,507
932,HENDERSON,MUNICIPAL,I,RUSK,N,0,0,0,0,0,0
933,HENRIETTA,MUNICIPAL,B,CLAY,N,0,0,0,0,0,0
934,HEREFORD,MUNICIPAL,O,DEAF SMITH,N,0,33,0,0,0,151
935,HEWITT,MUNICIPAL,G,MCLENNAN,N,87,237,211,204,215,231
937,HICKORY CREEK,MUNICIPAL,C,DENTON,N,0,133,295,504,548,603
938,HICKORY CREEK SUD,MUNICIPAL,C,COLLIN,Y,0,0,2,4,5,7
938,HICKORY CREEK SUD,MUNICIPAL,C,FANNIN,Y,0,0,4,11,21,26
938,HICKORY CREEK SUD,MUNICIPAL,D,HUNT,Y,0,0,95,416,882,1568
939,HICO,MUNICIPAL,G,HAMILTON,N,0,0,0,0,0,0
940,HIDALGO,MUNICIPAL,M,HIDALGO,N,360,755,1163,1580,2006,2424
941,HIDALGO COUNTY MUD #1,MUNICIPAL,M,HIDALGO,N,298,410,529,651,777,902
942,HIGH POINT WSC,MUNICIPAL,C,KAUFMAN,Y,34,124,213,320,609,908
942,HIGH POINT WSC,MUNICIPAL,C,ROCKWALL,Y,2,7,14,23,29,39
943,HIGHLAND PARK,MUNICIPAL,C,DALLAS,N,34,48,41,55,68,82
944,HIGHLAND VILLAGE,MUNICIPAL,C,DENTON,N,0,478,844,1118,1213,1377
945,HILL COUNTRY VILLAGE,MUNICIPAL,L,BEXAR,N,0,0,0,0,0,0
947,HILLCREST,MUNICIPAL,H,BRAZORIA,N,0,0,0,0,0,0
948,HILLSBORO,MUNICIPAL,G,HILL,N,0,0,0,0,0,0
949,HILSHIRE VILLAGE,MUNICIPAL,H,HARRIS,N,55,28,4,6,9,11
950,HITCHCOCK,MUNICIPAL,H,GALVESTON,N,0,0,0,0,0,0
951,HOLIDAY LAKES,MUNICIPAL,H,BRAZORIA,N,0,0,0,0,0,0
952,HOLLAND,MUNICIPAL,G,BELL,N,0,0,0,0,0,0
953,HOLLIDAY,MUNICIPAL,B,ARCHER,N,110,127,135,139,145,151
954,HOLLYWOOD PARK,MUNICIPAL,L,BEXAR,N,0,0,0,0,0,0
956,HONDO,MUNICIPAL,L,MEDINA,N,523,680,816,943,1068,1180
957,HONEY GROVE,MUNICIPAL,C,FANNIN,N,0,6,0,0,0,0
958,HOOKS,MUNICIPAL,D,BOWIE,N,265,258,249,244,243,243
960,HOWE,MUNICIPAL,C,GRAYSON,N,1,10,20,36,56,81
961,HUBBARD,MUNICIPAL,G,HILL,N,0,25,32,44,57,69
962,HUDSON,MUNICIPAL,I,ANGELINA,N,0,0,0,0,0,0
963,HUDSON OAKS,MUNICIPAL,C,PARKER,N,0,0,0,68,196,227
964,HUDSON WSC,MUNICIPAL,I,ANGELINA,N,0,0,0,0,0,0
965,HUGHES SPRINGS,MUNICIPAL,D,CASS,Y,0,0,0,0,0,0
965,HUGHES SPRINGS,MUNICIPAL,D,MORRIS,Y,0,0,0,0,0,0
966,HUMBLE,MUNICIPAL,H,HARRIS,N,754,429,66,100,131,162
967,HUNTERS CREEK VILLAGE,MUNICIPAL,H,HARRIS,N,189,171,51,77,103,133
968,HUNTINGTON,MUNICIPAL,I,ANGELINA,N,0,0,0,0,0,0
969,HURST,MUNICIPAL,C,TARRANT,N,219,1162,1856,2225,2521,2784
970,HUTCHINS,MUNICIPAL,C,DALLAS,N,47,185,401,619,849,1074
971,HUTTO,MUNICIPAL,G,WILLIAMSON,N,2333,3755,5558,7503,9710,11994
972,IDALOU,MUNICIPAL,O,LUBBOCK,N,19,26,36,52,69,86
973,INDIAN LAKE,MUNICIPAL,M,CAMERON,N,14,1,9,19,28,38
974,INGLESIDE,MUNICIPAL,N,SAN PATRICIO,N,0,0,0,0,0,0
975,INGLESIDE ON THE BAY,MUNICIPAL,N,SAN PATRICIO,N,0,0,0,0,0,0
976,INGRAM,MUNICIPAL,J,KERR,N,0,0,0,0,0,0
977,IOWA COLONY,MUNICIPAL,H,BRAZORIA,N,0,0,0,0,0,0
978,IOWA PARK,MUNICIPAL,B,WICHITA,N,424,449,472,498,525,553
979,IRAAN,MUNICIPAL,F,PECOS,N,0,0,0,0,0,0
980,"IRRIGATION, ANDERSON",IRRIGATION,I,ANDERSON,N,0,0,0,0,0,0
981,"IRRIGATION, ANDREWS",IRRIGATION,F,ANDREWS,N,28420,29079,29245,30016,31378,31070
982,"IRRIGATION, ANGELINA",IRRIGATION,I,ANGELINA,N,0,0,0,0,0,0
983,"IRRIGATION, ARCHER",IRRIGATION,B,ARCHER,N,488,528,567,604,670,736
984,"IRRIGATION, ARMSTRONG",IRRIGATION,A,ARMSTRONG,N,0,0,0,0,0,0
985,"IRRIGATION, ATASCOSA",IRRIGATION,L,ATASCOSA,N,0,0,0,0,0,0
986,"IRRIGATION, AUSTIN",IRRIGATION,H,AUSTIN,N,0,0,0,0,0,0
987,"IRRIGATION, BAILEY",IRRIGATION,O,BAILEY,N,82342,85313,87094,90083,89878,93037
988,"IRRIGATION, BANDERA",IRRIGATION,J,BANDERA,N,129,129,129,129,129,129
989,"IRRIGATION, BASTROP",IRRIGATION,K,BASTROP,N,0,0,0,0,0,0
990,"IRRIGATION, BAYLOR",IRRIGATION,B,BAYLOR,N,388,312,213,119,119,119
991,"IRRIGATION, BEE",IRRIGATION,N,BEE,N,0,0,0,0,0,0
992,"IRRIGATION, BELL",IRRIGATION,G,BELL,N,1157,1127,1102,1088,1060,1038
993,"IRRIGATION, BEXAR",IRRIGATION,L,BEXAR,N,5116,4625,4154,3703,3271,2891
994,"IRRIGATION, BLANCO",IRRIGATION,K,BLANCO,N,0,0,0,0,0,0
995,"IRRIGATION, BORDEN",IRRIGATION,F,BORDEN,N,3243,3236,3231,3224,3220,3217
996,"IRRIGATION, BOSQUE",IRRIGATION,G,BOSQUE,N,536,502,468,438,407,377
997,"IRRIGATION, BOWIE",IRRIGATION,D,BOWIE,N,5240,5240,5079,4676,4300,4140
998,"IRRIGATION, BRAZORIA",IRRIGATION,H,BRAZORIA,N,71852,72844,73554,74330,75169,75942
999,"IRRIGATION, BRAZOS",IRRIGATION,G,BRAZOS,N,10934,9669,8474,7340,6256,5321
1000,"IRRIGATION, BREWSTER",IRRIGATION,E,BREWSTER,N,0,0,0,0,0,0
1001,"IRRIGATION, BRISCOE",IRRIGATION,O,BRISCOE,N,3925,11415,15611,15855,15644,20059
1002,"IRRIGATION, BROOKS",IRRIGATION,N,BROOKS,N,0,0,0,0,0,0
1003,"IRRIGATION, BROWN",IRRIGATION,F,BROWN,N,3105,3079,3049,3017,2981,2946
1004,"IRRIGATION, BURLESON",IRRIGATION,G,BURLESON,N,0,0,0,0,0,0
1005,"IRRIGATION, BURNET",IRRIGATION,K,BURNET,N,0,0,0,0,0,0
1006,"IRRIGATION, CALDWELL",IRRIGATION,L,CALDWELL,N,0,0,0,0,0,0
1007,"IRRIGATION, CALHOUN",IRRIGATION,L,CALHOUN,N,12273,10736,9695,8949,8254,7527
1008,"IRRIGATION, CALLAHAN",IRRIGATION,G,CALLAHAN,N,0,0,0,0,0,0
1009,"IRRIGATION, CAMERON",IRRIGATION,M,CAMERON,N,194935,178723,162650,145360,128692,128971
1010,"IRRIGATION, CARSON",IRRIGATION,A,CARSON,N,0,0,0,0,0,0
1012,"IRRIGATION, CASTRO",IRRIGATION,O,CASTRO,N,262924,248970,275292,278928,275290,286510
1013,"IRRIGATION, CHAMBERS",IRRIGATION,H,CHAMBERS,N,3760,3760,3760,3760,3760,3780
1014,"IRRIGATION, CHEROKEE",IRRIGATION,I,CHEROKEE,N,0,0,0,0,0,0
1015,"IRRIGATION, CHILDRESS",IRRIGATION,A,CHILDRESS,N,0,0,0,0,0,0
1016,"IRRIGATION, CLAY",IRRIGATION,B,CLAY,N,0,0,0,0,0,0
1017,"IRRIGATION, COCHRAN",IRRIGATION,O,COCHRAN,N,66863,65589,64722,63884,63051,62521
1018,"IRRIGATION, COKE",IRRIGATION,F,COKE,N,202,200,199,199,199,199
1019,"IRRIGATION, COLEMAN",IRRIGATION,F,COLEMAN,N,743,743,743,743,743,743
1020,"IRRIGATION, COLLIN",IRRIGATION,C,COLLIN,N,0,0,0,0,0,0
1021,"IRRIGATION, COLLINGSWORTH",IRRIGATION,A,COLLINGSWORTH,N,0,0,0,0,0,0
1022,"IRRIGATION, COLORADO",IRRIGATION,K,COLORADO,N,58954,54493,50152,45927,41817,37816
1023,"IRRIGATION, COMAL",IRRIGATION,L,COMAL,N,0,0,0,0,0,0
1024,"IRRIGATION, COMANCHE",IRRIGATION,G,COMANCHE,N,893,1962,1823,463,757,968
1025,"IRRIGATION, CONCHO",IRRIGATION,F,CONCHO,N,5249,5208,5169,5133,5097,5061
1026,"IRRIGATION, COOKE",IRRIGATION,C,COOKE,N,66,66,66,66,66,66
1027,"IRRIGATION, COTTLE",IRRIGATION,B,COTTLE,N,0,0,0,0,0,0
1029,"IRRIGATION, CROCKETT",IRRIGATION,F,CROCKETT,N,0,0,0,0,0,1
1030,"IRRIGATION, CROSBY",IRRIGATION,O,CROSBY,N,7082,6845,6300,6442,6264,6064
1031,"IRRIGATION, CULBERSON",IRRIGATION,E,CULBERSON,N,0,0,0,0,0,0
1032,"IRRIGATION, DALLAM",IRRIGATION,A,DALLAM,N,79399,91675,94226,87452,77836,68218
1033,"IRRIGATION, DALLAS",IRRIGATION,C,DALLAS,N,0,0,0,0,0,0
1034,"IRRIGATION, DAWSON",IRRIGATION,O,DAWSON,N,0,0,0,0,0,4149
1035,"IRRIGATION, DEAF SMITH",IRRIGATION,O,DEAF SMITH,N,84134,91280,99284,109239,116584,128438
1036,"IRRIGATION, DELTA",IRRIGATION,D,DELTA,N,0,0,0,0,0,0
1037,"IRRIGATION, DENTON",IRRIGATION,C,DENTON,N,0,0,0,0,0,0
1038,"IRRIGATION, DEWITT",IRRIGATION,L,DEWITT,N,74,68,39,6,0,0
1039,"IRRIGATION, DICKENS",IRRIGATION,O,DICKENS,N,0,0,0,0,0,0
1040,"IRRIGATION, DIMMIT",IRRIGATION,L,DIMMIT,N,3372,3312,3082,2846,2620,2466
1041,"IRRIGATION, DONLEY",IRRIGATION,A,DONLEY,N,0,0,0,0,0,0
1042,"IRRIGATION, DUVAL",IRRIGATION,N,DUVAL,N,0,0,0,0,0,0
1043,"IRRIGATION, EASTLAND",IRRIGATION,G,EASTLAND,N,2238,2249,2257,2260,2264,2271
1044,"IRRIGATION, ECTOR",IRRIGATION,F,ECTOR,N,314,219,227,336,485,606
1045,"IRRIGATION, EDWARDS",IRRIGATION,J,EDWARDS,N,0,0,0,0,0,0
1046,"IRRIGATION, ELLIS",IRRIGATION,C,ELLIS,N,0,0,0,0,0,0
1047,"IRRIGATION, EL PASO",IRRIGATION,E,EL PASO,N,75165,71278,60950,55026,50512,46834
1048,"IRRIGATION, ERATH",IRRIGATION,G,ERATH,N,0,0,0,0,0,0
1049,"IRRIGATION, FALLS",IRRIGATION,G,FALLS,N,0,0,0,0,0,0
1050,"IRRIGATION, FANNIN",IRRIGATION,C,FANNIN,N,0,0,0,0,0,0
1051,"IRRIGATION, FAYETTE",IRRIGATION,K,FAYETTE,N,0,0,0,0,0,0
1052,"IRRIGATION, FISHER",IRRIGATION,G,FISHER,N,0,0,0,0,0,0
1053,"IRRIGATION, FLOYD",IRRIGATION,O,FLOYD,N,26565,25099,27346,27971,27922,29390
1054,"IRRIGATION, FOARD",IRRIGATION,B,FOARD,N,0,0,0,0,0,0
1055,"IRRIGATION, FORT BEND",IRRIGATION,H,FORT BEND,N,12297,10840,13178,14868,16195,17405
1056,"IRRIGATION, FREESTONE",IRRIGATION,C,FREESTONE,N,0,0,0,0,0,0
1057,"IRRIGATION, FRIO",IRRIGATION,L,FRIO,N,0,0,0,0,0,0
1058,"IRRIGATION, GAINES",IRRIGATION,O,GAINES,N,148524,193401,218191,233497,242333,266837
1059,"IRRIGATION, GALVESTON",IRRIGATION,H,GALVESTON,N,6054,6054,6054,6054,6054,6054
1060,"IRRIGATION, GARZA",IRRIGATION,O,GARZA,N,0,0,0,0,0,0
1061,"IRRIGATION, GILLESPIE",IRRIGATION,K,GILLESPIE,N,0,0,0,0,0,0
1062,"IRRIGATION, GLASSCOCK",IRRIGATION,F,GLASSCOCK,N,0,0,0,0,0,0
1063,"IRRIGATION, GOLIAD",IRRIGATION,L,GOLIAD,N,0,0,0,0,0,0
1064,"IRRIGATION, GONZALES",IRRIGATION,L,GONZALES,N,0,0,0,0,0,0
1065,"IRRIGATION, GRAY",IRRIGATION,A,GRAY,N,0,0,0,0,0,0
1066,"IRRIGATION, GRAYSON",IRRIGATION,C,GRAYSON,N,0,0,0,0,0,0
1068,"IRRIGATION, GUADALUPE",IRRIGATION,L,GUADALUPE,N,0,0,0,0,0,0
1069,"IRRIGATION, HALE",IRRIGATION,O,HALE,N,238491,229925,222392,215937,212966,205048
1070,"IRRIGATION, HALL",IRRIGATION,A,HALL,N,0,0,0,0,0,0
1071,"IRRIGATION, HAMILTON",IRRIGATION,G,HAMILTON,N,70,68,61,38,16,6
1072,"IRRIGATION, HANSFORD",IRRIGATION,A,HANSFORD,N,0,0,0,0,0,0
1073,"IRRIGATION, HARDEMAN",IRRIGATION,B,HARDEMAN,N,2491,2253,2022,1798,1798,1798
1074,"IRRIGATION, HARDIN",IRRIGATION,I,HARDIN,N,0,0,0,0,0,0
1075,"IRRIGATION, HARRIS",IRRIGATION,H,HARRIS,N,0,0,0,0,0,0
1076,"IRRIGATION, HARRISON",IRRIGATION,D,HARRISON,N,233,233,233,233,233,233
1077,"IRRIGATION, HARTLEY",IRRIGATION,A,HARTLEY,N,77305,93368,98650,92699,83415,74130
1078,"IRRIGATION, HASKELL",IRRIGATION,G,HASKELL,N,2225,2388,3197,1065,0,0
1079,"IRRIGATION, HAYS",IRRIGATION,K,HAYS,Y,0,0,0,0,0,0
1079,"IRRIGATION, HAYS",IRRIGATION,L,HAYS,Y,0,0,0,0,0,0
1080,"IRRIGATION, HEMPHILL",IRRIGATION,A,HEMPHILL,N,0,0,0,0,0,0
1081,"IRRIGATION, HENDERSON",IRRIGATION,I,HENDERSON,N,0,0,0,0,0,0
1082,"IRRIGATION, HIDALGO",IRRIGATION,M,HIDALGO,N,392222,362788,330981,294811,257065,257556
1083,"IRRIGATION, HILL",IRRIGATION,G,HILL,N,0,0,0,0,0,0
1084,"IRRIGATION, HOCKLEY",IRRIGATION,O,HOCKLEY,N,47642,54097,60284,57191,56414,55127
1085,"IRRIGATION, HOOD",IRRIGATION,G,HOOD,N,0,0,0,0,0,0
1086,"IRRIGATION, HOPKINS",IRRIGATION,D,HOPKINS,N,2126,2126,2126,2126,2126,2126
1087,"IRRIGATION, HOUSTON",IRRIGATION,I,HOUSTON,N,756,996,1264,1562,1891,2339
1088,"IRRIGATION, HOWARD",IRRIGATION,F,HOWARD,N,3233,3415,3337,3260,3183,3107
1089,"IRRIGATION, HUDSPETH",IRRIGATION,E,HUDSPETH,N,94847,91139,87508,83952,80470,77060
1090,"IRRIGATION, HUNT",IRRIGATION,D,HUNT,N,146,146,146,146,146,146
1091,"IRRIGATION, HUTCHINSON",IRRIGATION,A,HUTCHINSON,N,0,0,0,0,0,0
1092,"IRRIGATION, IRION",IRRIGATION,F,IRION,N,359,359,359,359,359,359
1093,"IRRIGATION, JACKSON",IRRIGATION,P,JACKSON,N,0,0,0,0,0,0
1094,"IRRIGATION, JEFF DAVIS",IRRIGATION,E,JEFF DAVIS,N,0,0,0,0,0,0
1095,"IRRIGATION, JEFFERSON",IRRIGATION,I,JEFFERSON,N,0,0,0,0,0,0
1096,"IRRIGATION, JIM HOGG",IRRIGATION,M,JIM HOGG,N,239,213,198,214,251,251
1097,"IRRIGATION, JIM WELLS",IRRIGATION,N,JIM WELLS,N,0,0,0,0,0,0
1098,"IRRIGATION, JOHNSON",IRRIGATION,G,JOHNSON,N,0,0,0,0,0,0
1099,"IRRIGATION, JONES",IRRIGATION,G,JONES,N,260,174,91,10,0,0
1100,"IRRIGATION, KARNES",IRRIGATION,L,KARNES,N,0,0,0,0,0,0
1101,"IRRIGATION, KAUFMAN",IRRIGATION,C,KAUFMAN,N,0,0,0,0,0,0
1102,"IRRIGATION, KENDALL",IRRIGATION,L,KENDALL,N,0,0,0,0,0,0
1104,"IRRIGATION, KENT",IRRIGATION,G,KENT,N,0,0,0,0,0,0
1105,"IRRIGATION, KERR",IRRIGATION,J,KERR,N,14,14,13,13,12,12
1106,"IRRIGATION, KIMBLE",IRRIGATION,F,KIMBLE,N,1496,1387,1275,1163,1058,957
1107,"IRRIGATION, KING",IRRIGATION,B,KING,N,0,0,0,0,0,0
1108,"IRRIGATION, KINNEY",IRRIGATION,J,KINNEY,N,0,0,0,0,0,0
1109,"IRRIGATION, KLEBERG",IRRIGATION,N,KLEBERG,N,0,0,0,0,0,0
1110,"IRRIGATION, KNOX",IRRIGATION,G,KNOX,N,3121,5515,8505,9283,5956,5105
